BOPOMR;HERKOMST;HFUDD;ALDER;KØN;TID;INDHOLD
400 Bornholm;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;3410
400 Bornholm;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;155
400 Bornholm;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;788
400 Bornholm;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;19
400 Bornholm;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;29629
410 Middelfart;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;1086
410 Middelfart;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;3559
410 Middelfart;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;180
410 Middelfart;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;1005
410 Middelfart;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;34
410 Middelfart;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;25837
420 Assens;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;1179
420 Assens;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;3526
420 Assens;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;166
420 Assens;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;912
420 Assens;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;47
420 Assens;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;28964
430 Faaborg-Midtfyn;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;1545
430 Faaborg-Midtfyn;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;4460
430 Faaborg-Midtfyn;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;191
430 Faaborg-Midtfyn;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;1104
430 Faaborg-Midtfyn;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;56
430 Faaborg-Midtfyn;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;35712
440 Kerteminde;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;595
440 Kerteminde;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;2061
440 Kerteminde;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;86
440 Kerteminde;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;494
440 Kerteminde;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;27
440 Kerteminde;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;16319
450 Nyborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;873
450 Nyborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;2782
450 Nyborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;108
450 Nyborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;666
450 Nyborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;48
450 Nyborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;21834
461 Odense;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;5727
461 Odense;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;18648
461 Odense;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;3114
461 Odense;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;7821
461 Odense;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;615
461 Odense;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;135825
479 Svendborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;1658
479 Svendborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;7024
479 Svendborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;233
479 Svendborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;1450
479 Svendborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;48
479 Svendborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;41786
480 Nordfyns;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;807
480 Nordfyns;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;2189
480 Nordfyns;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;95
480 Nordfyns;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;519
480 Nordfyns;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;31
480 Nordfyns;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;20565
482 Langeland;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;228
482 Langeland;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;920
482 Langeland;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;34
482 Langeland;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;166
482 Langeland;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;9
482 Langeland;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;9208
492 Ærø;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;210
492 Ærø;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;607
492 Ærø;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;21
492 Ærø;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;118
492 Ærø;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;5
492 Ærø;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;4520
510 Haderslev;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;1396
510 Haderslev;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;4891
510 Haderslev;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;206
510 Haderslev;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;1162
510 Haderslev;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;24
510 Haderslev;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;39311
530 Billund;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;740
530 Billund;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;1656
530 Billund;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;83
530 Billund;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;378
530 Billund;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;7
530 Billund;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;18032
540 Sønderborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;2487
540 Sønderborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;6837
540 Sønderborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;495
540 Sønderborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;2057
540 Sønderborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;84
540 Sønderborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;52703
550 Tønder;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;930
550 Tønder;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;2682
550 Tønder;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;85
550 Tønder;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;590
550 Tønder;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;13
550 Tønder;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;27824
561 Esbjerg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;3247
561 Esbjerg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;11095
561 Esbjerg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;620
561 Esbjerg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;2433
561 Esbjerg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;83
561 Esbjerg;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;81972
563 Fanø;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;144
563 Fanø;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;575
563 Fanø;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;21
563 Fanø;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;112
563 Fanø;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;4
563 Fanø;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;2264
573 Varde;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;1297
573 Varde;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;3814
573 Varde;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;151
573 Varde;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;811
573 Varde;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;23
573 Varde;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;34428
575 Vejen;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;1127
575 Vejen;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;2876
575 Vejen;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;133
575 Vejen;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;659
575 Vejen;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;14
575 Vejen;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;29112
580 Aabenraa;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;1519
580 Aabenraa;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;4500
580 Aabenraa;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;213
580 Aabenraa;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;1222
580 Aabenraa;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;28
580 Aabenraa;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;42218
607 Fredericia;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;1366
607 Fredericia;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;4171
607 Fredericia;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;262
607 Fredericia;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;1089
607 Fredericia;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;42
607 Fredericia;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;34879
615 Horsens;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;2649
615 Horsens;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;7534
615 Horsens;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;373
615 Horsens;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;1986
615 Horsens;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;70
615 Horsens;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;57315
621 Kolding;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;2934
621 Kolding;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;7925
621 Kolding;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;798
621 Kolding;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;2716
621 Kolding;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;86
621 Kolding;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;62409
630 Vejle;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;3305
630 Vejle;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;10743
630 Vejle;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;589
630 Vejle;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;3271
630 Vejle;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;77
630 Vejle;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;73522
657 Herning;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;2688
657 Herning;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;7042
657 Herning;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;546
657 Herning;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;1570
657 Herning;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;34
657 Herning;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;59807
661 Holstebro;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;1482
661 Holstebro;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;5446
661 Holstebro;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;196
661 Holstebro;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;1334
661 Holstebro;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;32
661 Holstebro;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;40016
665 Lemvig;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;389
665 Lemvig;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;1700
665 Lemvig;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;51
665 Lemvig;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;396
665 Lemvig;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;20
665 Lemvig;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;15031
671 Struer;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;506
671 Struer;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;1952
671 Struer;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;71
671 Struer;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;444
671 Struer;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;11
671 Struer;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;15755
706 Syddjurs;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;1135
706 Syddjurs;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;3723
706 Syddjurs;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;244
706 Syddjurs;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;1284
706 Syddjurs;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;68
706 Syddjurs;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;28627
707 Norddjurs;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;805
707 Norddjurs;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;2591
707 Norddjurs;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;117
707 Norddjurs;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;544
707 Norddjurs;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;19
707 Norddjurs;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;26882
710 Favrskov;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;1571
710 Favrskov;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;4115
710 Favrskov;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;295
710 Favrskov;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;1694
710 Favrskov;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;143
710 Favrskov;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;31572
727 Odder;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;687
727 Odder;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;2158
727 Odder;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;118
727 Odder;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;765
727 Odder;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;40
727 Odder;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;14884
730 Randers;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;3141
730 Randers;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;7324
730 Randers;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;440
730 Randers;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;2077
730 Randers;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;80
730 Randers;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;66171
740 Silkeborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;2883
740 Silkeborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;9002
740 Silkeborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;499
740 Silkeborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;2781
740 Silkeborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;118
740 Silkeborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;61128
741 Samsø;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;71
741 Samsø;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;341
741 Samsø;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;27
741 Samsø;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;106
741 Samsø;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;2
741 Samsø;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;2702
746 Skanderborg;TOT Total;H40 H40 Short cycle higher education;TOT Age, total;TOT Total;2008 2008;2112
746 Skanderborg;TOT Total;H50 H50 Vocational bachelors educations;TOT Age, total;TOT Total;2008 2008;5925
746 Skanderborg;TOT Total;H60 H60 Bachelors programs;TOT Age, total;TOT Total;2008 2008;401
746 Skanderborg;TOT Total;H70 H70 Masters programs;TOT Age, total;TOT Total;2008 2008;2653
746 Skanderborg;TOT Total;H80 H80 PhD programs;TOT Age, total;TOT Total;2008 2008;190
746 Skanderborg;TOT Total;TOT Total;TOT Age, total;TOT Total;2008 2008;39066
