ULLIG;KOMMUNEDK;TID;INDHOLD
70 Gini coefficient;270 Gribskov;1999 1999;21.38
70 Gini coefficient;306 Odsherred;1999 1999;20.72
70 Gini coefficient;316 Holbæk;1999 1999;22.00
70 Gini coefficient;320 Faxe;1999 1999;20.86
70 Gini coefficient;326 Kalundborg;1999 1999;21.48
70 Gini coefficient;329 Ringsted;1999 1999;22.36
70 Gini coefficient;330 Slagelse;1999 1999;21.33
70 Gini coefficient;336 Stevns;1999 1999;20.79
70 Gini coefficient;340 Sorø;1999 1999;21.56
70 Gini coefficient;350 Lejre;1999 1999;20.49
70 Gini coefficient;360 Lolland;1999 1999;21.23
70 Gini coefficient;370 Næstved;1999 1999;21.33
70 Gini coefficient;376 Guldborgsund;1999 1999;21.06
70 Gini coefficient;390 Vordingborg;1999 1999;21.60
70 Gini coefficient;400 Bornholm;1999 1999;20.42
70 Gini coefficient;410 Middelfart;1999 1999;21.11
70 Gini coefficient;420 Assens;1999 1999;20.56
70 Gini coefficient;430 Faaborg-Midtfyn;1999 1999;20.80
70 Gini coefficient;440 Kerteminde;1999 1999;20.58
70 Gini coefficient;450 Nyborg;1999 1999;20.51
70 Gini coefficient;461 Odense;1999 1999;23.58
70 Gini coefficient;479 Svendborg;1999 1999;22.71
70 Gini coefficient;480 Nordfyns;1999 1999;20.36
70 Gini coefficient;482 Langeland;1999 1999;20.68
70 Gini coefficient;492 Ærø;1999 1999;23.46
70 Gini coefficient;510 Haderslev;1999 1999;20.95
70 Gini coefficient;530 Billund;1999 1999;24.68
70 Gini coefficient;540 Sønderborg;1999 1999;21.76
70 Gini coefficient;550 Tønder;1999 1999;22.03
70 Gini coefficient;561 Esbjerg;1999 1999;21.98
70 Gini coefficient;563 Fanø;1999 1999;21.79
70 Gini coefficient;573 Varde;1999 1999;21.08
70 Gini coefficient;575 Vejen;1999 1999;20.78
70 Gini coefficient;580 Aabenraa;1999 1999;22.57
70 Gini coefficient;607 Fredericia;1999 1999;20.37
70 Gini coefficient;615 Horsens;1999 1999;22.36
70 Gini coefficient;621 Kolding;1999 1999;23.32
70 Gini coefficient;630 Vejle;1999 1999;23.13
70 Gini coefficient;657 Herning;1999 1999;22.25
70 Gini coefficient;661 Holstebro;1999 1999;22.54
70 Gini coefficient;665 Lemvig;1999 1999;22.18
70 Gini coefficient;671 Struer;1999 1999;20.94
70 Gini coefficient;706 Syddjurs;1999 1999;22.43
70 Gini coefficient;707 Norddjurs;1999 1999;21.12
70 Gini coefficient;710 Favrskov;1999 1999;20.02
70 Gini coefficient;727 Odder;1999 1999;22.52
70 Gini coefficient;730 Randers;1999 1999;21.58
70 Gini coefficient;740 Silkeborg;1999 1999;22.95
70 Gini coefficient;741 Samsø;1999 1999;23.33
70 Gini coefficient;746 Skanderborg;1999 1999;20.66
70 Gini coefficient;751 Aarhus;1999 1999;26.34
70 Gini coefficient;756 Ikast-Brande;1999 1999;21.87
70 Gini coefficient;760 Ringkøbing-Skjern;1999 1999;21.92
70 Gini coefficient;766 Hedensted;1999 1999;20.28
70 Gini coefficient;773 Morsø;1999 1999;22.46
70 Gini coefficient;779 Skive;1999 1999;21.53
70 Gini coefficient;787 Thisted;1999 1999;21.82
70 Gini coefficient;791 Viborg;1999 1999;21.11
70 Gini coefficient;810 Brønderslev;1999 1999;21.30
70 Gini coefficient;813 Frederikshavn;1999 1999;21.05
70 Gini coefficient;820 Vesthimmerlands;1999 1999;21.53
70 Gini coefficient;825 Læsø;1999 1999;22.01
70 Gini coefficient;840 Rebild;1999 1999;21.65
70 Gini coefficient;846 Mariagerfjord;1999 1999;21.27
70 Gini coefficient;849 Jammerbugt;1999 1999;20.94
70 Gini coefficient;851 Aalborg;1999 1999;22.87
70 Gini coefficient;860 Hjørring;1999 1999;21.23
71 Hoover index;000 All Denmark;1999 1999;16.33
71 Hoover index;101 Copenhagen;1999 1999;17.89
71 Hoover index;147 Frederiksberg;1999 1999;19.32
71 Hoover index;151 Ballerup;1999 1999;14.97
71 Hoover index;153 Brøndby;1999 1999;15.27
71 Hoover index;155 Dragør;1999 1999;15.46
71 Hoover index;157 Gentofte;1999 1999;23.20
71 Hoover index;159 Gladsaxe;1999 1999;15.83
71 Hoover index;161 Glostrup;1999 1999;14.76
71 Hoover index;163 Herlev;1999 1999;15.51
71 Hoover index;165 Albertslund;1999 1999;16.10
71 Hoover index;167 Hvidovre;1999 1999;14.65
71 Hoover index;169 Høje-Taastrup;1999 1999;15.31
71 Hoover index;173 Lyngby-Taarbæk;1999 1999;19.60
71 Hoover index;175 Rødovre;1999 1999;14.42
71 Hoover index;183 Ishøj;1999 1999;15.82
71 Hoover index;185 Tårnby;1999 1999;13.53
71 Hoover index;187 Vallensbæk;1999 1999;13.92
71 Hoover index;190 Furesø;1999 1999;17.14
71 Hoover index;201 Allerød;1999 1999;15.12
71 Hoover index;210 Fredensborg;1999 1999;17.47
71 Hoover index;217 Helsingør;1999 1999;17.07
71 Hoover index;219 Hillerød;1999 1999;15.59
71 Hoover index;223 Hørsholm;1999 1999;22.09
71 Hoover index;230 Rudersdal;1999 1999;23.66
71 Hoover index;240 Egedal;1999 1999;13.40
71 Hoover index;250 Frederikssund;1999 1999;14.58
71 Hoover index;253 Greve;1999 1999;15.02
71 Hoover index;259 Køge;1999 1999;14.73
71 Hoover index;260 Halsnæs;1999 1999;13.84
71 Hoover index;265 Roskilde;1999 1999;15.95
71 Hoover index;269 Solrød;1999 1999;14.65
71 Hoover index;270 Gribskov;1999 1999;14.67
71 Hoover index;306 Odsherred;1999 1999;14.33
71 Hoover index;316 Holbæk;1999 1999;15.16
71 Hoover index;320 Faxe;1999 1999;14.34
71 Hoover index;326 Kalundborg;1999 1999;14.83
71 Hoover index;329 Ringsted;1999 1999;15.30
71 Hoover index;330 Slagelse;1999 1999;14.75
71 Hoover index;336 Stevns;1999 1999;14.40
71 Hoover index;340 Sorø;1999 1999;14.75
71 Hoover index;350 Lejre;1999 1999;14.07
71 Hoover index;360 Lolland;1999 1999;14.75
71 Hoover index;370 Næstved;1999 1999;14.74
71 Hoover index;376 Guldborgsund;1999 1999;14.63
71 Hoover index;390 Vordingborg;1999 1999;14.91
71 Hoover index;400 Bornholm;1999 1999;14.05
71 Hoover index;410 Middelfart;1999 1999;14.50
71 Hoover index;420 Assens;1999 1999;14.04
71 Hoover index;430 Faaborg-Midtfyn;1999 1999;14.19
71 Hoover index;440 Kerteminde;1999 1999;14.10
71 Hoover index;450 Nyborg;1999 1999;14.14
71 Hoover index;461 Odense;1999 1999;16.31
71 Hoover index;479 Svendborg;1999 1999;15.57
71 Hoover index;480 Nordfyns;1999 1999;13.89
71 Hoover index;482 Langeland;1999 1999;14.32
71 Hoover index;492 Ærø;1999 1999;15.92
71 Hoover index;510 Haderslev;1999 1999;14.36
71 Hoover index;530 Billund;1999 1999;16.46
71 Hoover index;540 Sønderborg;1999 1999;14.86
71 Hoover index;550 Tønder;1999 1999;14.93
71 Hoover index;561 Esbjerg;1999 1999;15.05
71 Hoover index;563 Fanø;1999 1999;15.08
71 Hoover index;573 Varde;1999 1999;14.36
71 Hoover index;575 Vejen;1999 1999;14.23
71 Hoover index;580 Aabenraa;1999 1999;15.27
71 Hoover index;607 Fredericia;1999 1999;14.07
71 Hoover index;615 Horsens;1999 1999;15.29
71 Hoover index;621 Kolding;1999 1999;15.84
71 Hoover index;630 Vejle;1999 1999;15.69
71 Hoover index;657 Herning;1999 1999;15.07
71 Hoover index;661 Holstebro;1999 1999;15.23
71 Hoover index;665 Lemvig;1999 1999;15.02
71 Hoover index;671 Struer;1999 1999;14.21
71 Hoover index;706 Syddjurs;1999 1999;15.18
71 Hoover index;707 Norddjurs;1999 1999;14.50
71 Hoover index;710 Favrskov;1999 1999;13.62
71 Hoover index;727 Odder;1999 1999;15.26
71 Hoover index;730 Randers;1999 1999;14.83
71 Hoover index;740 Silkeborg;1999 1999;15.53
71 Hoover index;741 Samsø;1999 1999;15.80
71 Hoover index;746 Skanderborg;1999 1999;14.11
71 Hoover index;751 Aarhus;1999 1999;18.16
71 Hoover index;756 Ikast-Brande;1999 1999;14.79
71 Hoover index;760 Ringkøbing-Skjern;1999 1999;14.81
71 Hoover index;766 Hedensted;1999 1999;13.79
71 Hoover index;773 Morsø;1999 1999;15.13
71 Hoover index;779 Skive;1999 1999;14.65
71 Hoover index;787 Thisted;1999 1999;14.88
71 Hoover index;791 Viborg;1999 1999;14.41
71 Hoover index;810 Brønderslev;1999 1999;14.56
71 Hoover index;813 Frederikshavn;1999 1999;14.32
71 Hoover index;820 Vesthimmerlands;1999 1999;14.69
71 Hoover index;825 Læsø;1999 1999;15.29
71 Hoover index;840 Rebild;1999 1999;14.73
71 Hoover index;846 Mariagerfjord;1999 1999;14.64
71 Hoover index;849 Jammerbugt;1999 1999;14.23
71 Hoover index;851 Aalborg;1999 1999;15.71
71 Hoover index;860 Hjørring;1999 1999;14.51
72 S80/S20 (Income quintile share ratio);000 All Denmark;1999 1999;3.39
72 S80/S20 (Income quintile share ratio);101 Copenhagen;1999 1999;3.73
72 S80/S20 (Income quintile share ratio);147 Frederiksberg;1999 1999;4.19
72 S80/S20 (Income quintile share ratio);151 Ballerup;1999 1999;2.98
72 S80/S20 (Income quintile share ratio);153 Brøndby;1999 1999;2.95
72 S80/S20 (Income quintile share ratio);155 Dragør;1999 1999;3.31
72 S80/S20 (Income quintile share ratio);157 Gentofte;1999 1999;6.03
72 S80/S20 (Income quintile share ratio);159 Gladsaxe;1999 1999;3.22
72 S80/S20 (Income quintile share ratio);161 Glostrup;1999 1999;2.95
72 S80/S20 (Income quintile share ratio);163 Herlev;1999 1999;3.11
72 S80/S20 (Income quintile share ratio);165 Albertslund;1999 1999;3.27
72 S80/S20 (Income quintile share ratio);167 Hvidovre;1999 1999;2.95
72 S80/S20 (Income quintile share ratio);169 Høje-Taastrup;1999 1999;3.09
72 S80/S20 (Income quintile share ratio);173 Lyngby-Taarbæk;1999 1999;4.42
72 S80/S20 (Income quintile share ratio);175 Rødovre;1999 1999;2.88
72 S80/S20 (Income quintile share ratio);183 Ishøj;1999 1999;3.16
72 S80/S20 (Income quintile share ratio);185 Tårnby;1999 1999;2.76
72 S80/S20 (Income quintile share ratio);187 Vallensbæk;1999 1999;2.85
72 S80/S20 (Income quintile share ratio);190 Furesø;1999 1999;3.75
72 S80/S20 (Income quintile share ratio);201 Allerød;1999 1999;3.14
72 S80/S20 (Income quintile share ratio);210 Fredensborg;1999 1999;3.71
72 S80/S20 (Income quintile share ratio);217 Helsingør;1999 1999;3.53
72 S80/S20 (Income quintile share ratio);219 Hillerød;1999 1999;3.27
72 S80/S20 (Income quintile share ratio);223 Hørsholm;1999 1999;5.33
72 S80/S20 (Income quintile share ratio);230 Rudersdal;1999 1999;7.24
72 S80/S20 (Income quintile share ratio);240 Egedal;1999 1999;2.77
72 S80/S20 (Income quintile share ratio);250 Frederikssund;1999 1999;2.97
72 S80/S20 (Income quintile share ratio);253 Greve;1999 1999;3.12
72 S80/S20 (Income quintile share ratio);259 Køge;1999 1999;2.98
72 S80/S20 (Income quintile share ratio);260 Halsnæs;1999 1999;2.80
72 S80/S20 (Income quintile share ratio);265 Roskilde;1999 1999;3.31
72 S80/S20 (Income quintile share ratio);269 Solrød;1999 1999;3.01
72 S80/S20 (Income quintile share ratio);270 Gribskov;1999 1999;3.02
72 S80/S20 (Income quintile share ratio);306 Odsherred;1999 1999;2.85
72 S80/S20 (Income quintile share ratio);316 Holbæk;1999 1999;3.08
72 S80/S20 (Income quintile share ratio);320 Faxe;1999 1999;2.93
72 S80/S20 (Income quintile share ratio);326 Kalundborg;1999 1999;3.00
72 S80/S20 (Income quintile share ratio);329 Ringsted;1999 1999;3.10
72 S80/S20 (Income quintile share ratio);330 Slagelse;1999 1999;2.97
72 S80/S20 (Income quintile share ratio);336 Stevns;1999 1999;2.88
72 S80/S20 (Income quintile share ratio);340 Sorø;1999 1999;3.01
72 S80/S20 (Income quintile share ratio);350 Lejre;1999 1999;2.86
72 S80/S20 (Income quintile share ratio);360 Lolland;1999 1999;2.89
72 S80/S20 (Income quintile share ratio);370 Næstved;1999 1999;2.97
72 S80/S20 (Income quintile share ratio);376 Guldborgsund;1999 1999;2.90
72 S80/S20 (Income quintile share ratio);390 Vordingborg;1999 1999;3.01
72 S80/S20 (Income quintile share ratio);400 Bornholm;1999 1999;2.80
72 S80/S20 (Income quintile share ratio);410 Middelfart;1999 1999;2.93
72 S80/S20 (Income quintile share ratio);420 Assens;1999 1999;2.86
72 S80/S20 (Income quintile share ratio);430 Faaborg-Midtfyn;1999 1999;2.91
72 S80/S20 (Income quintile share ratio);440 Kerteminde;1999 1999;2.83
72 S80/S20 (Income quintile share ratio);450 Nyborg;1999 1999;2.86
72 S80/S20 (Income quintile share ratio);461 Odense;1999 1999;3.38
72 S80/S20 (Income quintile share ratio);479 Svendborg;1999 1999;3.20
72 S80/S20 (Income quintile share ratio);480 Nordfyns;1999 1999;2.86
72 S80/S20 (Income quintile share ratio);482 Langeland;1999 1999;2.85
72 S80/S20 (Income quintile share ratio);492 Ærø;1999 1999;3.35
72 S80/S20 (Income quintile share ratio);510 Haderslev;1999 1999;2.92
72 S80/S20 (Income quintile share ratio);530 Billund;1999 1999;3.34
72 S80/S20 (Income quintile share ratio);540 Sønderborg;1999 1999;3.02
72 S80/S20 (Income quintile share ratio);550 Tønder;1999 1999;3.07
72 S80/S20 (Income quintile share ratio);561 Esbjerg;1999 1999;3.07
72 S80/S20 (Income quintile share ratio);563 Fanø;1999 1999;3.08
72 S80/S20 (Income quintile share ratio);573 Varde;1999 1999;2.93
72 S80/S20 (Income quintile share ratio);575 Vejen;1999 1999;2.90
72 S80/S20 (Income quintile share ratio);580 Aabenraa;1999 1999;3.13
72 S80/S20 (Income quintile share ratio);607 Fredericia;1999 1999;2.82
72 S80/S20 (Income quintile share ratio);615 Horsens;1999 1999;3.10
72 S80/S20 (Income quintile share ratio);621 Kolding;1999 1999;3.27
72 S80/S20 (Income quintile share ratio);630 Vejle;1999 1999;3.23
72 S80/S20 (Income quintile share ratio);657 Herning;1999 1999;3.10
72 S80/S20 (Income quintile share ratio);661 Holstebro;1999 1999;3.21
72 S80/S20 (Income quintile share ratio);665 Lemvig;1999 1999;3.15
72 S80/S20 (Income quintile share ratio);671 Struer;1999 1999;2.93
72 S80/S20 (Income quintile share ratio);706 Syddjurs;1999 1999;3.14
72 S80/S20 (Income quintile share ratio);707 Norddjurs;1999 1999;2.94
72 S80/S20 (Income quintile share ratio);710 Favrskov;1999 1999;2.81
72 S80/S20 (Income quintile share ratio);727 Odder;1999 1999;3.10
72 S80/S20 (Income quintile share ratio);730 Randers;1999 1999;2.99
72 S80/S20 (Income quintile share ratio);740 Silkeborg;1999 1999;3.17
72 S80/S20 (Income quintile share ratio);741 Samsø;1999 1999;3.26
72 S80/S20 (Income quintile share ratio);746 Skanderborg;1999 1999;2.87
72 S80/S20 (Income quintile share ratio);751 Aarhus;1999 1999;3.95
72 S80/S20 (Income quintile share ratio);756 Ikast-Brande;1999 1999;3.05
72 S80/S20 (Income quintile share ratio);760 Ringkøbing-Skjern;1999 1999;3.08
72 S80/S20 (Income quintile share ratio);766 Hedensted;1999 1999;2.84
72 S80/S20 (Income quintile share ratio);773 Morsø;1999 1999;3.21
72 S80/S20 (Income quintile share ratio);779 Skive;1999 1999;3.00
72 S80/S20 (Income quintile share ratio);787 Thisted;1999 1999;3.03
72 S80/S20 (Income quintile share ratio);791 Viborg;1999 1999;2.95
72 S80/S20 (Income quintile share ratio);810 Brønderslev;1999 1999;2.98
72 S80/S20 (Income quintile share ratio);813 Frederikshavn;1999 1999;2.95
72 S80/S20 (Income quintile share ratio);820 Vesthimmerlands;1999 1999;3.03
72 S80/S20 (Income quintile share ratio);825 Læsø;1999 1999;2.99
72 S80/S20 (Income quintile share ratio);840 Rebild;1999 1999;3.07
72 S80/S20 (Income quintile share ratio);846 Mariagerfjord;1999 1999;2.95
72 S80/S20 (Income quintile share ratio);849 Jammerbugt;1999 1999;2.93
72 S80/S20 (Income quintile share ratio);851 Aalborg;1999 1999;3.24
72 S80/S20 (Income quintile share ratio);860 Hjørring;1999 1999;2.97
73 P90/10 (Upper decile boundary divided by lower);000 All Denmark;1999 1999;2.66
73 P90/10 (Upper decile boundary divided by lower);101 Copenhagen;1999 1999;3.00
73 P90/10 (Upper decile boundary divided by lower);147 Frederiksberg;1999 1999;3.25
73 P90/10 (Upper decile boundary divided by lower);151 Ballerup;1999 1999;2.55
73 P90/10 (Upper decile boundary divided by lower);153 Brøndby;1999 1999;2.53
73 P90/10 (Upper decile boundary divided by lower);155 Dragør;1999 1999;2.70
73 P90/10 (Upper decile boundary divided by lower);157 Gentofte;1999 1999;3.82
73 P90/10 (Upper decile boundary divided by lower);159 Gladsaxe;1999 1999;2.67
73 P90/10 (Upper decile boundary divided by lower);161 Glostrup;1999 1999;2.56
73 P90/10 (Upper decile boundary divided by lower);163 Herlev;1999 1999;2.62
73 P90/10 (Upper decile boundary divided by lower);165 Albertslund;1999 1999;2.78
73 P90/10 (Upper decile boundary divided by lower);167 Hvidovre;1999 1999;2.53
73 P90/10 (Upper decile boundary divided by lower);169 Høje-Taastrup;1999 1999;2.64
73 P90/10 (Upper decile boundary divided by lower);173 Lyngby-Taarbæk;1999 1999;3.29
73 P90/10 (Upper decile boundary divided by lower);175 Rødovre;1999 1999;2.46
73 P90/10 (Upper decile boundary divided by lower);183 Ishøj;1999 1999;2.70
73 P90/10 (Upper decile boundary divided by lower);185 Tårnby;1999 1999;2.43
73 P90/10 (Upper decile boundary divided by lower);187 Vallensbæk;1999 1999;2.42
73 P90/10 (Upper decile boundary divided by lower);190 Furesø;1999 1999;2.88
73 P90/10 (Upper decile boundary divided by lower);201 Allerød;1999 1999;2.58
73 P90/10 (Upper decile boundary divided by lower);210 Fredensborg;1999 1999;2.82
73 P90/10 (Upper decile boundary divided by lower);217 Helsingør;1999 1999;2.76
73 P90/10 (Upper decile boundary divided by lower);219 Hillerød;1999 1999;2.63
73 P90/10 (Upper decile boundary divided by lower);223 Hørsholm;1999 1999;3.50
73 P90/10 (Upper decile boundary divided by lower);230 Rudersdal;1999 1999;3.62
73 P90/10 (Upper decile boundary divided by lower);240 Egedal;1999 1999;2.31
73 P90/10 (Upper decile boundary divided by lower);250 Frederikssund;1999 1999;2.47
73 P90/10 (Upper decile boundary divided by lower);253 Greve;1999 1999;2.65
73 P90/10 (Upper decile boundary divided by lower);259 Køge;1999 1999;2.52
73 P90/10 (Upper decile boundary divided by lower);260 Halsnæs;1999 1999;2.35
73 P90/10 (Upper decile boundary divided by lower);265 Roskilde;1999 1999;2.73
73 P90/10 (Upper decile boundary divided by lower);269 Solrød;1999 1999;2.46
73 P90/10 (Upper decile boundary divided by lower);270 Gribskov;1999 1999;2.52
73 P90/10 (Upper decile boundary divided by lower);306 Odsherred;1999 1999;2.36
73 P90/10 (Upper decile boundary divided by lower);316 Holbæk;1999 1999;2.53
73 P90/10 (Upper decile boundary divided by lower);320 Faxe;1999 1999;2.40
73 P90/10 (Upper decile boundary divided by lower);326 Kalundborg;1999 1999;2.44
73 P90/10 (Upper decile boundary divided by lower);329 Ringsted;1999 1999;2.48
73 P90/10 (Upper decile boundary divided by lower);330 Slagelse;1999 1999;2.44
73 P90/10 (Upper decile boundary divided by lower);336 Stevns;1999 1999;2.43
