DECILGEN;KOMMUNEDK;TID;INDHOLD 
3DC Third decil;175 Rødovre;2008 2008;147774
4DC Fourth decil;175 Rødovre;2008 2008;166617
5DC Fifth decil;175 Rødovre;2008 2008;185777
6DC Sixth decil;175 Rødovre;2008 2008;205140
7DC Seventh decil;175 Rødovre;2008 2008;225164
8DC Eigth decil;175 Rødovre;2008 2008;248817
9DC Ninth decil;175 Rødovre;2008 2008;282165
10DC Tenth decil;175 Rødovre;2008 2008;401001
1DC First decil;183 Ishøj;2008 2008;69276
2DC Second decil;183 Ishøj;2008 2008;120301
3DC Third decil;183 Ishøj;2008 2008;139436
4DC Fourth decil;183 Ishøj;2008 2008;155716
5DC Fifth decil;183 Ishøj;2008 2008;172703
6DC Sixth decil;183 Ishøj;2008 2008;190524
7DC Seventh decil;183 Ishøj;2008 2008;211076
8DC Eigth decil;183 Ishøj;2008 2008;235419
9DC Ninth decil;183 Ishøj;2008 2008;270422
10DC Tenth decil;183 Ishøj;2008 2008;369069
1DC First decil;185 Tårnby;2008 2008;76238
2DC Second decil;185 Tårnby;2008 2008;135648
3DC Third decil;185 Tårnby;2008 2008;160460
4DC Fourth decil;185 Tårnby;2008 2008;182272
5DC Fifth decil;185 Tårnby;2008 2008;201483
6DC Sixth decil;185 Tårnby;2008 2008;220682
7DC Seventh decil;185 Tårnby;2008 2008;240828
8DC Eigth decil;185 Tårnby;2008 2008;264345
9DC Ninth decil;185 Tårnby;2008 2008;297372
10DC Tenth decil;185 Tårnby;2008 2008;389583
1DC First decil;187 Vallensbæk;2008 2008;82777
2DC Second decil;187 Vallensbæk;2008 2008;148712
3DC Third decil;187 Vallensbæk;2008 2008;175895
4DC Fourth decil;187 Vallensbæk;2008 2008;198473
5DC Fifth decil;187 Vallensbæk;2008 2008;219140
6DC Sixth decil;187 Vallensbæk;2008 2008;238798
7DC Seventh decil;187 Vallensbæk;2008 2008;262036
8DC Eigth decil;187 Vallensbæk;2008 2008;287067
9DC Ninth decil;187 Vallensbæk;2008 2008;323492
10DC Tenth decil;187 Vallensbæk;2008 2008;443146
1DC First decil;190 Furesø;2008 2008;43573
2DC Second decil;190 Furesø;2008 2008;147640
3DC Third decil;190 Furesø;2008 2008;177917
4DC Fourth decil;190 Furesø;2008 2008;204961
5DC Fifth decil;190 Furesø;2008 2008;231730
6DC Sixth decil;190 Furesø;2008 2008;257237
7DC Seventh decil;190 Furesø;2008 2008;285176
8DC Eigth decil;190 Furesø;2008 2008;318354
9DC Ninth decil;190 Furesø;2008 2008;366190
10DC Tenth decil;190 Furesø;2008 2008;560461
1DC First decil;201 Allerød;2008 2008;68860
2DC Second decil;201 Allerød;2008 2008;160963
3DC Third decil;201 Allerød;2008 2008;191256
4DC Fourth decil;201 Allerød;2008 2008;215942
5DC Fifth decil;201 Allerød;2008 2008;238755
6DC Sixth decil;201 Allerød;2008 2008;261315
7DC Seventh decil;201 Allerød;2008 2008;284577
8DC Eigth decil;201 Allerød;2008 2008;313096
9DC Ninth decil;201 Allerød;2008 2008;354928
10DC Tenth decil;201 Allerød;2008 2008;514017
1DC First decil;210 Fredensborg;2008 2008;61038
2DC Second decil;210 Fredensborg;2008 2008;137197
3DC Third decil;210 Fredensborg;2008 2008;163381
4DC Fourth decil;210 Fredensborg;2008 2008;187873
5DC Fifth decil;210 Fredensborg;2008 2008;210962
6DC Sixth decil;210 Fredensborg;2008 2008;234595
7DC Seventh decil;210 Fredensborg;2008 2008;261174
8DC Eigth decil;210 Fredensborg;2008 2008;292020
9DC Ninth decil;210 Fredensborg;2008 2008;338668
10DC Tenth decil;210 Fredensborg;2008 2008;565079
1DC First decil;217 Helsingør;2008 2008;47544
2DC Second decil;217 Helsingør;2008 2008;130531
3DC Third decil;217 Helsingør;2008 2008;153686
4DC Fourth decil;217 Helsingør;2008 2008;174706
5DC Fifth decil;217 Helsingør;2008 2008;195288
6DC Sixth decil;217 Helsingør;2008 2008;215808
7DC Seventh decil;217 Helsingør;2008 2008;238784
8DC Eigth decil;217 Helsingør;2008 2008;265934
9DC Ninth decil;217 Helsingør;2008 2008;307612
10DC Tenth decil;217 Helsingør;2008 2008;485834
1DC First decil;219 Hillerød;2008 2008;63546
2DC Second decil;219 Hillerød;2008 2008;141088
3DC Third decil;219 Hillerød;2008 2008;168065
4DC Fourth decil;219 Hillerød;2008 2008;191372
5DC Fifth decil;219 Hillerød;2008 2008;212182
6DC Sixth decil;219 Hillerød;2008 2008;232946
7DC Seventh decil;219 Hillerød;2008 2008;254659
8DC Eigth decil;219 Hillerød;2008 2008;281549
9DC Ninth decil;219 Hillerød;2008 2008;320251
10DC Tenth decil;219 Hillerød;2008 2008;461665
1DC First decil;223 Hørsholm;2008 2008;-20125
2DC Second decil;223 Hørsholm;2008 2008;151509
3DC Third decil;223 Hørsholm;2008 2008;186793
4DC Fourth decil;223 Hørsholm;2008 2008;220565
5DC Fifth decil;223 Hørsholm;2008 2008;253598
6DC Sixth decil;223 Hørsholm;2008 2008;285804
7DC Seventh decil;223 Hørsholm;2008 2008;321533
8DC Eigth decil;223 Hørsholm;2008 2008;366398
9DC Ninth decil;223 Hørsholm;2008 2008;435308
10DC Tenth decil;223 Hørsholm;2008 2008;845574
1DC First decil;230 Rudersdal;2008 2008;-29842
2DC Second decil;230 Rudersdal;2008 2008;147506
3DC Third decil;230 Rudersdal;2008 2008;186130
4DC Fourth decil;230 Rudersdal;2008 2008;223249
5DC Fifth decil;230 Rudersdal;2008 2008;258760
6DC Sixth decil;230 Rudersdal;2008 2008;293393
7DC Seventh decil;230 Rudersdal;2008 2008;330162
8DC Eigth decil;230 Rudersdal;2008 2008;376346
9DC Ninth decil;230 Rudersdal;2008 2008;444939
10DC Tenth decil;230 Rudersdal;2008 2008;911336
1DC First decil;240 Egedal;2008 2008;83513
2DC Second decil;240 Egedal;2008 2008;163836
3DC Third decil;240 Egedal;2008 2008;189655
4DC Fourth decil;240 Egedal;2008 2008;209276
5DC Fifth decil;240 Egedal;2008 2008;226587
6DC Sixth decil;240 Egedal;2008 2008;244278
7DC Seventh decil;240 Egedal;2008 2008;264134
8DC Eigth decil;240 Egedal;2008 2008;288178
9DC Ninth decil;240 Egedal;2008 2008;322768
10DC Tenth decil;240 Egedal;2008 2008;451431
1DC First decil;250 Frederikssund;2008 2008;82059
2DC Second decil;250 Frederikssund;2008 2008;137906
3DC Third decil;250 Frederikssund;2008 2008;159912
4DC Fourth decil;250 Frederikssund;2008 2008;180626
5DC Fifth decil;250 Frederikssund;2008 2008;200292
6DC Sixth decil;250 Frederikssund;2008 2008;218447
7DC Seventh decil;250 Frederikssund;2008 2008;238752
8DC Eigth decil;250 Frederikssund;2008 2008;263233
9DC Ninth decil;250 Frederikssund;2008 2008;296688
10DC Tenth decil;250 Frederikssund;2008 2008;421089
1DC First decil;253 Greve;2008 2008;80370
2DC Second decil;253 Greve;2008 2008;145965
3DC Third decil;253 Greve;2008 2008;172909
4DC Fourth decil;253 Greve;2008 2008;195922
5DC Fifth decil;253 Greve;2008 2008;217510
6DC Sixth decil;253 Greve;2008 2008;237972
7DC Seventh decil;253 Greve;2008 2008;259971
8DC Eigth decil;253 Greve;2008 2008;287878
9DC Ninth decil;253 Greve;2008 2008;325844
10DC Tenth decil;253 Greve;2008 2008;475033
1DC First decil;259 Køge;2008 2008;70589
2DC Second decil;259 Køge;2008 2008;134607
3DC Third decil;259 Køge;2008 2008;156035
4DC Fourth decil;259 Køge;2008 2008;176844
5DC Fifth decil;259 Køge;2008 2008;196194
6DC Sixth decil;259 Køge;2008 2008;215097
7DC Seventh decil;259 Køge;2008 2008;235353
8DC Eigth decil;259 Køge;2008 2008;259960
9DC Ninth decil;259 Køge;2008 2008;293276
10DC Tenth decil;259 Køge;2008 2008;413197
1DC First decil;260 Halsnæs;2008 2008;66350
2DC Second decil;260 Halsnæs;2008 2008;136082
3DC Third decil;260 Halsnæs;2008 2008;155710
4DC Fourth decil;260 Halsnæs;2008 2008;173973
5DC Fifth decil;260 Halsnæs;2008 2008;191584
6DC Sixth decil;260 Halsnæs;2008 2008;209532
7DC Seventh decil;260 Halsnæs;2008 2008;227581
8DC Eigth decil;260 Halsnæs;2008 2008;249396
9DC Ninth decil;260 Halsnæs;2008 2008;280097
10DC Tenth decil;260 Halsnæs;2008 2008;378835
1DC First decil;265 Roskilde;2008 2008;57452
2DC Second decil;265 Roskilde;2008 2008;136072
3DC Third decil;265 Roskilde;2008 2008;162860
4DC Fourth decil;265 Roskilde;2008 2008;186618
5DC Fifth decil;265 Roskilde;2008 2008;208408
6DC Sixth decil;265 Roskilde;2008 2008;229814
7DC Seventh decil;265 Roskilde;2008 2008;253193
8DC Eigth decil;265 Roskilde;2008 2008;281592
9DC Ninth decil;265 Roskilde;2008 2008;320274
10DC Tenth decil;265 Roskilde;2008 2008;479921
1DC First decil;269 Solrød;2008 2008;68374
2DC Second decil;269 Solrød;2008 2008;151337
3DC Third decil;269 Solrød;2008 2008;179155
4DC Fourth decil;269 Solrød;2008 2008;201962
5DC Fifth decil;269 Solrød;2008 2008;222951
6DC Sixth decil;269 Solrød;2008 2008;243731
7DC Seventh decil;269 Solrød;2008 2008;266231
8DC Eigth decil;269 Solrød;2008 2008;292637
9DC Ninth decil;269 Solrød;2008 2008;331064
10DC Tenth decil;269 Solrød;2008 2008;517799
1DC First decil;270 Gribskov;2008 2008;53623
2DC Second decil;270 Gribskov;2008 2008;140910
3DC Third decil;270 Gribskov;2008 2008;164737
4DC Fourth decil;270 Gribskov;2008 2008;185971
5DC Fifth decil;270 Gribskov;2008 2008;205892
6DC Sixth decil;270 Gribskov;2008 2008;224447
7DC Seventh decil;270 Gribskov;2008 2008;244448
8DC Eigth decil;270 Gribskov;2008 2008;269576
9DC Ninth decil;270 Gribskov;2008 2008;307434
10DC Tenth decil;270 Gribskov;2008 2008;452626
1DC First decil;306 Odsherred;2008 2008;42478
2DC Second decil;306 Odsherred;2008 2008;123757
3DC Third decil;306 Odsherred;2008 2008;140274
4DC Fourth decil;306 Odsherred;2008 2008;155808
5DC Fifth decil;306 Odsherred;2008 2008;171790
6DC Sixth decil;306 Odsherred;2008 2008;187683
7DC Seventh decil;306 Odsherred;2008 2008;204946
8DC Eigth decil;306 Odsherred;2008 2008;226134
9DC Ninth decil;306 Odsherred;2008 2008;256991
10DC Tenth decil;306 Odsherred;2008 2008;376054
1DC First decil;316 Holbæk;2008 2008;44125
2DC Second decil;316 Holbæk;2008 2008;127550
3DC Third decil;316 Holbæk;2008 2008;148081
4DC Fourth decil;316 Holbæk;2008 2008;167893
5DC Fifth decil;316 Holbæk;2008 2008;186532
6DC Sixth decil;316 Holbæk;2008 2008;204779
7DC Seventh decil;316 Holbæk;2008 2008;224008
8DC Eigth decil;316 Holbæk;2008 2008;247115
9DC Ninth decil;316 Holbæk;2008 2008;280893
10DC Tenth decil;316 Holbæk;2008 2008;407483
1DC First decil;320 Faxe;2008 2008;65318
2DC Second decil;320 Faxe;2008 2008;130839
3DC Third decil;320 Faxe;2008 2008;151237
4DC Fourth decil;320 Faxe;2008 2008;170188
5DC Fifth decil;320 Faxe;2008 2008;187106
6DC Sixth decil;320 Faxe;2008 2008;203484
7DC Seventh decil;320 Faxe;2008 2008;221284
8DC Eigth decil;320 Faxe;2008 2008;242405
9DC Ninth decil;320 Faxe;2008 2008;273183
10DC Tenth decil;320 Faxe;2008 2008;386322
1DC First decil;326 Kalundborg;2008 2008;6975
2DC Second decil;326 Kalundborg;2008 2008;126063
3DC Third decil;326 Kalundborg;2008 2008;144060
4DC Fourth decil;326 Kalundborg;2008 2008;161558
5DC Fifth decil;326 Kalundborg;2008 2008;179542
6DC Sixth decil;326 Kalundborg;2008 2008;196679
7DC Seventh decil;326 Kalundborg;2008 2008;215574
8DC Eigth decil;326 Kalundborg;2008 2008;237205
9DC Ninth decil;326 Kalundborg;2008 2008;268228
10DC Tenth decil;326 Kalundborg;2008 2008;377496
1DC First decil;329 Ringsted;2008 2008;70244
2DC Second decil;329 Ringsted;2008 2008;129981
3DC Third decil;329 Ringsted;2008 2008;150818
4DC Fourth decil;329 Ringsted;2008 2008;169581
5DC Fifth decil;329 Ringsted;2008 2008;188279
6DC Sixth decil;329 Ringsted;2008 2008;205750
7DC Seventh decil;329 Ringsted;2008 2008;224399
8DC Eigth decil;329 Ringsted;2008 2008;247325
9DC Ninth decil;329 Ringsted;2008 2008;279314
10DC Tenth decil;329 Ringsted;2008 2008;408081
1DC First decil;330 Slagelse;2008 2008;55235
2DC Second decil;330 Slagelse;2008 2008;122943
3DC Third decil;330 Slagelse;2008 2008;141120
4DC Fourth decil;330 Slagelse;2008 2008;158149
5DC Fifth decil;330 Slagelse;2008 2008;175341
6DC Sixth decil;330 Slagelse;2008 2008;192735
7DC Seventh decil;330 Slagelse;2008 2008;211007
8DC Eigth decil;330 Slagelse;2008 2008;232139
9DC Ninth decil;330 Slagelse;2008 2008;262965
10DC Tenth decil;330 Slagelse;2008 2008;378405
1DC First decil;336 Stevns;2008 2008;69240
2DC Second decil;336 Stevns;2008 2008;134835
3DC Third decil;336 Stevns;2008 2008;155401
4DC Fourth decil;336 Stevns;2008 2008;174533
5DC Fifth decil;336 Stevns;2008 2008;192300
6DC Sixth decil;336 Stevns;2008 2008;210347
7DC Seventh decil;336 Stevns;2008 2008;228925
8DC Eigth decil;336 Stevns;2008 2008;250353
9DC Ninth decil;336 Stevns;2008 2008;283399
10DC Tenth decil;336 Stevns;2008 2008;451012
1DC First decil;340 Sorø;2008 2008;-3366
2DC Second decil;340 Sorø;2008 2008;129438
3DC Third decil;340 Sorø;2008 2008;148752
4DC Fourth decil;340 Sorø;2008 2008;166294
5DC Fifth decil;340 Sorø;2008 2008;183958
6DC Sixth decil;340 Sorø;2008 2008;200783
7DC Seventh decil;340 Sorø;2008 2008;219055
8DC Eigth decil;340 Sorø;2008 2008;241616
9DC Ninth decil;340 Sorø;2008 2008;273589
10DC Tenth decil;340 Sorø;2008 2008;392207
1DC First decil;350 Lejre;2008 2008;52537
2DC Second decil;350 Lejre;2008 2008;149453
3DC Third decil;350 Lejre;2008 2008;174418
4DC Fourth decil;350 Lejre;2008 2008;195324
5DC Fifth decil;350 Lejre;2008 2008;213103
6DC Sixth decil;350 Lejre;2008 2008;231041
7DC Seventh decil;350 Lejre;2008 2008;250869
8DC Eigth decil;350 Lejre;2008 2008;276473
9DC Ninth decil;350 Lejre;2008 2008;314815
10DC Tenth decil;350 Lejre;2008 2008;453076
1DC First decil;360 Lolland;2008 2008;35432
2DC Second decil;360 Lolland;2008 2008;114962
3DC Third decil;360 Lolland;2008 2008;128672
4DC Fourth decil;360 Lolland;2008 2008;142137
5DC Fifth decil;360 Lolland;2008 2008;156477
6DC Sixth decil;360 Lolland;2008 2008;172196
7DC Seventh decil;360 Lolland;2008 2008;189908
8DC Eigth decil;360 Lolland;2008 2008;211356
9DC Ninth decil;360 Lolland;2008 2008;241687
10DC Tenth decil;360 Lolland;2008 2008;361739
1DC First decil;370 Næstved;2008 2008;34903
2DC Second decil;370 Næstved;2008 2008;127467
3DC Third decil;370 Næstved;2008 2008;146784
4DC Fourth decil;370 Næstved;2008 2008;164726
5DC Fifth decil;370 Næstved;2008 2008;182404
6DC Sixth decil;370 Næstved;2008 2008;199518
7DC Seventh decil;370 Næstved;2008 2008;217815
8DC Eigth decil;370 Næstved;2008 2008;240339
9DC Ninth decil;370 Næstved;2008 2008;272829
10DC Tenth decil;370 Næstved;2008 2008;390536
1DC First decil;376 Guldborgsund;2008 2008;30295
2DC Second decil;376 Guldborgsund;2008 2008;120188
3DC Third decil;376 Guldborgsund;2008 2008;136529
4DC Fourth decil;376 Guldborgsund;2008 2008;152313
5DC Fifth decil;376 Guldborgsund;2008 2008;168955
6DC Sixth decil;376 Guldborgsund;2008 2008;186308
7DC Seventh decil;376 Guldborgsund;2008 2008;204280
8DC Eigth decil;376 Guldborgsund;2008 2008;226349
9DC Ninth decil;376 Guldborgsund;2008 2008;257054
10DC Tenth decil;376 Guldborgsund;2008 2008;391455
1DC First decil;390 Vordingborg;2008 2008;15086
2DC Second decil;390 Vordingborg;2008 2008;122189
3DC Third decil;390 Vordingborg;2008 2008;139617
4DC Fourth decil;390 Vordingborg;2008 2008;155288
5DC Fifth decil;390 Vordingborg;2008 2008;172159
6DC Sixth decil;390 Vordingborg;2008 2008;189736
7DC Seventh decil;390 Vordingborg;2008 2008;207902
8DC Eigth decil;390 Vordingborg;2008 2008;229584
9DC Ninth decil;390 Vordingborg;2008 2008;261617
10DC Tenth decil;390 Vordingborg;2008 2008;376117
1DC First decil;400 Bornholm;2008 2008;40917
2DC Second decil;400 Bornholm;2008 2008;121167
3DC Third decil;400 Bornholm;2008 2008;135769
4DC Fourth decil;400 Bornholm;2008 2008;149633
5DC Fifth decil;400 Bornholm;2008 2008;164408
6DC Sixth decil;400 Bornholm;2008 2008;178484
7DC Seventh decil;400 Bornholm;2008 2008;194145
8DC Eigth decil;400 Bornholm;2008 2008;213956
9DC Ninth decil;400 Bornholm;2008 2008;242781
10DC Tenth decil;400 Bornholm;2008 2008;370602
1DC First decil;410 Middelfart;2008 2008;55926
2DC Second decil;410 Middelfart;2008 2008;133635
3DC Third decil;410 Middelfart;2008 2008;152670
4DC Fourth decil;410 Middelfart;2008 2008;170325
5DC Fifth decil;410 Middelfart;2008 2008;187248
6DC Sixth decil;410 Middelfart;2008 2008;203087
7DC Seventh decil;410 Middelfart;2008 2008;219947
8DC Eigth decil;410 Middelfart;2008 2008;242578
9DC Ninth decil;410 Middelfart;2008 2008;275294
10DC Tenth decil;410 Middelfart;2008 2008;423014
1DC First decil;420 Assens;2008 2008;18201
2DC Second decil;420 Assens;2008 2008;126334
3DC Third decil;420 Assens;2008 2008;143948
4DC Fourth decil;420 Assens;2008 2008;160340
5DC Fifth decil;420 Assens;2008 2008;175762
6DC Sixth decil;420 Assens;2008 2008;191372
7DC Seventh decil;420 Assens;2008 2008;207648
8DC Eigth decil;420 Assens;2008 2008;227491
9DC Ninth decil;420 Assens;2008 2008;257152
10DC Tenth decil;420 Assens;2008 2008;373535
1DC First decil;430 Faaborg-Midtfyn;2008 2008;24783
2DC Second decil;430 Faaborg-Midtfyn;2008 2008;126599
3DC Third decil;430 Faaborg-Midtfyn;2008 2008;143762
4DC Fourth decil;430 Faaborg-Midtfyn;2008 2008;160565
5DC Fifth decil;430 Faaborg-Midtfyn;2008 2008;176205
6DC Sixth decil;430 Faaborg-Midtfyn;2008 2008;191870
7DC Seventh decil;430 Faaborg-Midtfyn;2008 2008;208427
8DC Eigth decil;430 Faaborg-Midtfyn;2008 2008;228834
9DC Ninth decil;430 Faaborg-Midtfyn;2008 2008;259817
10DC Tenth decil;430 Faaborg-Midtfyn;2008 2008;394036
1DC First decil;440 Kerteminde;2008 2008;31410
2DC Second decil;440 Kerteminde;2008 2008;131739
3DC Third decil;440 Kerteminde;2008 2008;148437
4DC Fourth decil;440 Kerteminde;2008 2008;165611
5DC Fifth decil;440 Kerteminde;2008 2008;181863
6DC Sixth decil;440 Kerteminde;2008 2008;197202
7DC Seventh decil;440 Kerteminde;2008 2008;213399
8DC Eigth decil;440 Kerteminde;2008 2008;234357
9DC Ninth decil;440 Kerteminde;2008 2008;264672
10DC Tenth decil;440 Kerteminde;2008 2008;392990
1DC First decil;450 Nyborg;2008 2008;52392
2DC Second decil;450 Nyborg;2008 2008;128639
3DC Third decil;450 Nyborg;2008 2008;145040
4DC Fourth decil;450 Nyborg;2008 2008;161492
5DC Fifth decil;450 Nyborg;2008 2008;177407
6DC Sixth decil;450 Nyborg;2008 2008;193323
7DC Seventh decil;450 Nyborg;2008 2008;210169
8DC Eigth decil;450 Nyborg;2008 2008;230179
9DC Ninth decil;450 Nyborg;2008 2008;260766
10DC Tenth decil;450 Nyborg;2008 2008;376097
1DC First decil;461 Odense;2008 2008;40815
2DC Second decil;461 Odense;2008 2008;114639
3DC Third decil;461 Odense;2008 2008;135198
4DC Fourth decil;461 Odense;2008 2008;153787
5DC Fifth decil;461 Odense;2008 2008;173641
6DC Sixth decil;461 Odense;2008 2008;193115
7DC Seventh decil;461 Odense;2008 2008;212825
8DC Eigth decil;461 Odense;2008 2008;235905
9DC Ninth decil;461 Odense;2008 2008;268919
10DC Tenth decil;461 Odense;2008 2008;384794
1DC First decil;479 Svendborg;2008 2008;59411
2DC Second decil;479 Svendborg;2008 2008;124027
3DC Third decil;479 Svendborg;2008 2008;142244
4DC Fourth decil;479 Svendborg;2008 2008;160237
5DC Fifth decil;479 Svendborg;2008 2008;177913
6DC Sixth decil;479 Svendborg;2008 2008;194933
7DC Seventh decil;479 Svendborg;2008 2008;213551
8DC Eigth decil;479 Svendborg;2008 2008;236961
9DC Ninth decil;479 Svendborg;2008 2008;271820
10DC Tenth decil;479 Svendborg;2008 2008;421898
1DC First decil;480 Nordfyns;2008 2008;19839
2DC Second decil;480 Nordfyns;2008 2008;125312
3DC Third decil;480 Nordfyns;2008 2008;142606
4DC Fourth decil;480 Nordfyns;2008 2008;158657
5DC Fifth decil;480 Nordfyns;2008 2008;173817
6DC Sixth decil;480 Nordfyns;2008 2008;189146
7DC Seventh decil;480 Nordfyns;2008 2008;205914
8DC Eigth decil;480 Nordfyns;2008 2008;226184
9DC Ninth decil;480 Nordfyns;2008 2008;254866
10DC Tenth decil;480 Nordfyns;2008 2008;363579
