OMRÅDE;ALDER;KØN;TID;INDHOLD
450 Nyborg;TOT Age, total;TOT Total;2010M07 2010M07;5.3
461 Odense;TOT Age, total;TOT Total;2010M07 2010M07;6.3
479 Svendborg;TOT Age, total;TOT Total;2010M07 2010M07;5.1
480 Nordfyns;TOT Age, total;TOT Total;2010M07 2010M07;6.0
482 Langeland;TOT Age, total;TOT Total;2010M07 2010M07;5.6
492 Ærø;TOT Age, total;TOT Total;2010M07 2010M07;3.6
510 Haderslev;TOT Age, total;TOT Total;2010M07 2010M07;5.3
530 Billund;TOT Age, total;TOT Total;2010M07 2010M07;3.0
540 Sønderborg;TOT Age, total;TOT Total;2010M07 2010M07;5.2
550 Tønder;TOT Age, total;TOT Total;2010M07 2010M07;4.7
561 Esbjerg;TOT Age, total;TOT Total;2010M07 2010M07;4.5
563 Fanø;TOT Age, total;TOT Total;2010M07 2010M07;3.9
573 Varde;TOT Age, total;TOT Total;2010M07 2010M07;3.4
575 Vejen;TOT Age, total;TOT Total;2010M07 2010M07;4.1
580 Aabenraa;TOT Age, total;TOT Total;2010M07 2010M07;5.6
607 Fredericia;TOT Age, total;TOT Total;2010M07 2010M07;5.6
615 Horsens;TOT Age, total;TOT Total;2010M07 2010M07;5.6
621 Kolding;TOT Age, total;TOT Total;2010M07 2010M07;4.9
630 Vejle;TOT Age, total;TOT Total;2010M07 2010M07;4.2
657 Herning;TOT Age, total;TOT Total;2010M07 2010M07;4.3
661 Holstebro;TOT Age, total;TOT Total;2010M07 2010M07;4.0
665 Lemvig;TOT Age, total;TOT Total;2010M07 2010M07;3.5
671 Struer;TOT Age, total;TOT Total;2010M07 2010M07;4.8
706 Syddjurs;TOT Age, total;TOT Total;2010M07 2010M07;4.8
707 Norddjurs;TOT Age, total;TOT Total;2010M07 2010M07;4.9
710 Favrskov;TOT Age, total;TOT Total;2010M07 2010M07;3.7
727 Odder;TOT Age, total;TOT Total;2010M07 2010M07;4.3
730 Randers;TOT Age, total;TOT Total;2010M07 2010M07;5.3
740 Silkeborg;TOT Age, total;TOT Total;2010M07 2010M07;4.5
741 Samsø;TOT Age, total;TOT Total;2010M07 2010M07;4.5
746 Skanderborg;TOT Age, total;TOT Total;2010M07 2010M07;3.2
751 Aarhus;TOT Age, total;TOT Total;2010M07 2010M07;4.8
756 Ikast-Brande;TOT Age, total;TOT Total;2010M07 2010M07;5.2
760 Ringkøbing-Skjern;TOT Age, total;TOT Total;2010M07 2010M07;4.1
766 Hedensted;TOT Age, total;TOT Total;2010M07 2010M07;3.7
773 Morsø;TOT Age, total;TOT Total;2010M07 2010M07;6.1
779 Skive;TOT Age, total;TOT Total;2010M07 2010M07;5.0
787 Thisted;TOT Age, total;TOT Total;2010M07 2010M07;4.3
791 Viborg;TOT Age, total;TOT Total;2010M07 2010M07;4.1
810 Brønderslev;TOT Age, total;TOT Total;2010M07 2010M07;5.2
813 Frederikshavn;TOT Age, total;TOT Total;2010M07 2010M07;6.5
820 Vesthimmerlands;TOT Age, total;TOT Total;2010M07 2010M07;4.9
825 Læsø;TOT Age, total;TOT Total;2010M07 2010M07;2.9
840 Rebild;TOT Age, total;TOT Total;2010M07 2010M07;4.5
846 Mariagerfjord;TOT Age, total;TOT Total;2010M07 2010M07;4.9
849 Jammerbugt;TOT Age, total;TOT Total;2010M07 2010M07;4.5
851 Aalborg;TOT Age, total;TOT Total;2010M07 2010M07;5.5
860 Hjørring;TOT Age, total;TOT Total;2010M07 2010M07;5.6
000 All Denmark;TOT Age, total;TOT Total;2012M01 2012M01;6.5
163 Herlev;TOT Age, total;TOT Total;2019M04 2019M04;3.0
165 Albertslund;TOT Age, total;TOT Total;2019M04 2019M04;4.9
167 Hvidovre;TOT Age, total;TOT Total;2019M04 2019M04;3.3
169 Høje-Taastrup;TOT Age, total;TOT Total;2019M04 2019M04;4.4
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2019M04 2019M04;2.6
175 Rødovre;TOT Age, total;TOT Total;2019M04 2019M04;4.2
183 Ishøj;TOT Age, total;TOT Total;2019M04 2019M04;5.8
185 Tårnby;TOT Age, total;TOT Total;2019M04 2019M04;3.1
187 Vallensbæk;TOT Age, total;TOT Total;2019M04 2019M04;2.9
190 Furesø;TOT Age, total;TOT Total;2019M04 2019M04;2.6
201 Allerød;TOT Age, total;TOT Total;2019M04 2019M04;1.9
210 Fredensborg;TOT Age, total;TOT Total;2019M04 2019M04;2.6
217 Helsingør;TOT Age, total;TOT Total;2019M04 2019M04;3.7
219 Hillerød;TOT Age, total;TOT Total;2019M04 2019M04;2.5
223 Hørsholm;TOT Age, total;TOT Total;2019M04 2019M04;2.4
230 Rudersdal;TOT Age, total;TOT Total;2019M04 2019M04;2.5
240 Egedal;TOT Age, total;TOT Total;2019M04 2019M04;2.5
250 Frederikssund;TOT Age, total;TOT Total;2019M04 2019M04;2.7
253 Greve;TOT Age, total;TOT Total;2019M04 2019M04;2.8
259 Køge;TOT Age, total;TOT Total;2019M04 2019M04;3.1
101 Copenhagen;TOT Age, total;TOT Total;2024M08 2024M08;4.0
147 Frederiksberg;TOT Age, total;TOT Total;2024M08 2024M08;3.6
151 Ballerup;TOT Age, total;TOT Total;2024M08 2024M08;2.4
153 Brøndby;TOT Age, total;TOT Total;2024M08 2024M08;4.0
155 Dragør;TOT Age, total;TOT Total;2024M08 2024M08;1.5
157 Gentofte;TOT Age, total;TOT Total;2024M08 2024M08;2.4
159 Gladsaxe;TOT Age, total;TOT Total;2024M08 2024M08;2.6
161 Glostrup;TOT Age, total;TOT Total;2024M08 2024M08;2.7
163 Herlev;TOT Age, total;TOT Total;2024M08 2024M08;2.5
165 Albertslund;TOT Age, total;TOT Total;2024M08 2024M08;3.3
167 Hvidovre;TOT Age, total;TOT Total;2024M08 2024M08;2.8
169 Høje-Taastrup;TOT Age, total;TOT Total;2024M08 2024M08;3.5
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2024M08 2024M08;2.3
175 Rødovre;TOT Age, total;TOT Total;2024M08 2024M08;3.0
183 Ishøj;TOT Age, total;TOT Total;2024M08 2024M08;4.8
185 Tårnby;TOT Age, total;TOT Total;2024M08 2024M08;2.2
187 Vallensbæk;TOT Age, total;TOT Total;2024M08 2024M08;2.8
190 Furesø;TOT Age, total;TOT Total;2024M08 2024M08;2.2
201 Allerød;TOT Age, total;TOT Total;2024M08 2024M08;1.5
210 Fredensborg;TOT Age, total;TOT Total;2024M08 2024M08;2.2
217 Helsingør;TOT Age, total;TOT Total;2024M08 2024M08;2.5
219 Hillerød;TOT Age, total;TOT Total;2024M08 2024M08;2.0
223 Hørsholm;TOT Age, total;TOT Total;2024M08 2024M08;2.1
230 Rudersdal;TOT Age, total;TOT Total;2024M08 2024M08;2.0
240 Egedal;TOT Age, total;TOT Total;2024M08 2024M08;1.8
250 Frederikssund;TOT Age, total;TOT Total;2024M08 2024M08;2.1
253 Greve;TOT Age, total;TOT Total;2024M08 2024M08;2.2
259 Køge;TOT Age, total;TOT Total;2024M08 2024M08;2.1
260 Halsnæs;TOT Age, total;TOT Total;2024M08 2024M08;2.1
265 Roskilde;TOT Age, total;TOT Total;2024M08 2024M08;2.2
269 Solrød;TOT Age, total;TOT Total;2024M08 2024M08;1.9
270 Gribskov;TOT Age, total;TOT Total;2024M08 2024M08;1.8
306 Odsherred;TOT Age, total;TOT Total;2024M08 2024M08;2.2
316 Holbæk;TOT Age, total;TOT Total;2024M08 2024M08;2.1
320 Faxe;TOT Age, total;TOT Total;2024M08 2024M08;2.4
326 Kalundborg;TOT Age, total;TOT Total;2024M08 2024M08;1.9
329 Ringsted;TOT Age, total;TOT Total;2024M08 2024M08;2.7
330 Slagelse;TOT Age, total;TOT Total;2024M08 2024M08;2.9
260 Halsnæs;TOT Age, total;TOT Total;2019M04 2019M04;3.2
265 Roskilde;TOT Age, total;TOT Total;2019M04 2019M04;2.9
269 Solrød;TOT Age, total;TOT Total;2019M04 2019M04;2.2
270 Gribskov;TOT Age, total;TOT Total;2019M04 2019M04;2.6
306 Odsherred;TOT Age, total;TOT Total;2019M04 2019M04;4.1
316 Holbæk;TOT Age, total;TOT Total;2019M04 2019M04;3.0
320 Faxe;TOT Age, total;TOT Total;2019M04 2019M04;3.4
326 Kalundborg;TOT Age, total;TOT Total;2019M04 2019M04;3.4
329 Ringsted;TOT Age, total;TOT Total;2019M04 2019M04;3.1
330 Slagelse;TOT Age, total;TOT Total;2019M04 2019M04;4.1
336 Stevns;TOT Age, total;TOT Total;2019M04 2019M04;3.5
340 Sorø;TOT Age, total;TOT Total;2019M04 2019M04;3.6
350 Lejre;TOT Age, total;TOT Total;2019M04 2019M04;2.3
360 Lolland;TOT Age, total;TOT Total;2019M04 2019M04;4.8
370 Næstved;TOT Age, total;TOT Total;2019M04 2019M04;3.6
376 Guldborgsund;TOT Age, total;TOT Total;2019M04 2019M04;4.3
390 Vordingborg;TOT Age, total;TOT Total;2019M04 2019M04;4.6
400 Bornholm;TOT Age, total;TOT Total;2019M04 2019M04;3.5
410 Middelfart;TOT Age, total;TOT Total;2019M04 2019M04;2.7
420 Assens;TOT Age, total;TOT Total;2019M04 2019M04;3.3
430 Faaborg-Midtfyn;TOT Age, total;TOT Total;2019M04 2019M04;3.6
440 Kerteminde;TOT Age, total;TOT Total;2019M04 2019M04;3.8
450 Nyborg;TOT Age, total;TOT Total;2019M04 2019M04;3.5
147 Frederiksberg;TOT Age, total;TOT Total;2019M07 2019M07;4.0
151 Ballerup;TOT Age, total;TOT Total;2019M07 2019M07;3.0
000 All Denmark;TOT Age, total;TOT Total;2023M06 2023M06;2.7
101 Copenhagen;TOT Age, total;TOT Total;2023M06 2023M06;3.4
147 Frederiksberg;TOT Age, total;TOT Total;2023M06 2023M06;3.0
151 Ballerup;TOT Age, total;TOT Total;2023M06 2023M06;2.3
161 Glostrup;TOT Age, total;TOT Total;2008M06 2008M06;1.9
163 Herlev;TOT Age, total;TOT Total;2008M06 2008M06;2.2
165 Albertslund;TOT Age, total;TOT Total;2008M06 2008M06;3.5
167 Hvidovre;TOT Age, total;TOT Total;2008M06 2008M06;2.0
169 Høje-Taastrup;TOT Age, total;TOT Total;2008M06 2008M06;2.8
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2008M06 2008M06;1.5
175 Rødovre;TOT Age, total;TOT Total;2008M06 2008M06;2.3
183 Ishøj;TOT Age, total;TOT Total;2008M06 2008M06;4.9
185 Tårnby;TOT Age, total;TOT Total;2008M06 2008M06;2.6
187 Vallensbæk;TOT Age, total;TOT Total;2008M06 2008M06;1.7
190 Furesø;TOT Age, total;TOT Total;2008M06 2008M06;1.9
201 Allerød;TOT Age, total;TOT Total;2008M06 2008M06;1.0
210 Fredensborg;TOT Age, total;TOT Total;2008M06 2008M06;1.8
217 Helsingør;TOT Age, total;TOT Total;2008M06 2008M06;2.3
219 Hillerød;TOT Age, total;TOT Total;2008M06 2008M06;1.3
223 Hørsholm;TOT Age, total;TOT Total;2008M06 2008M06;1.1
230 Rudersdal;TOT Age, total;TOT Total;2008M06 2008M06;1.3
240 Egedal;TOT Age, total;TOT Total;2008M06 2008M06;1.0
250 Frederikssund;TOT Age, total;TOT Total;2008M06 2008M06;1.6
253 Greve;TOT Age, total;TOT Total;2008M06 2008M06;1.6
259 Køge;TOT Age, total;TOT Total;2008M06 2008M06;2.4
260 Halsnæs;TOT Age, total;TOT Total;2008M06 2008M06;2.2
265 Roskilde;TOT Age, total;TOT Total;2008M06 2008M06;1.5
101 Copenhagen;TOT Age, total;TOT Total;2012M12 2012M12;7.7
147 Frederiksberg;TOT Age, total;TOT Total;2012M12 2012M12;6.0
151 Ballerup;TOT Age, total;TOT Total;2012M12 2012M12;6.0
153 Brøndby;TOT Age, total;TOT Total;2012M12 2012M12;7.9
155 Dragør;TOT Age, total;TOT Total;2012M12 2012M12;3.8
157 Gentofte;TOT Age, total;TOT Total;2012M12 2012M12;3.9
159 Gladsaxe;TOT Age, total;TOT Total;2012M12 2012M12;5.7
161 Glostrup;TOT Age, total;TOT Total;2012M12 2012M12;6.7
163 Herlev;TOT Age, total;TOT Total;2012M12 2012M12;6.7
561 Esbjerg;TOT Age, total;TOT Total;2017M02 2017M02;4.5
563 Fanø;TOT Age, total;TOT Total;2017M02 2017M02;6.0
573 Varde;TOT Age, total;TOT Total;2017M02 2017M02;3.6
575 Vejen;TOT Age, total;TOT Total;2017M02 2017M02;3.7
580 Aabenraa;TOT Age, total;TOT Total;2017M02 2017M02;4.6
607 Fredericia;TOT Age, total;TOT Total;2017M02 2017M02;4.9
615 Horsens;TOT Age, total;TOT Total;2017M02 2017M02;4.1
621 Kolding;TOT Age, total;TOT Total;2017M02 2017M02;4.2
630 Vejle;TOT Age, total;TOT Total;2017M02 2017M02;3.9
657 Herning;TOT Age, total;TOT Total;2017M02 2017M02;3.7
661 Holstebro;TOT Age, total;TOT Total;2017M02 2017M02;3.8
665 Lemvig;TOT Age, total;TOT Total;2017M02 2017M02;4.7
671 Struer;TOT Age, total;TOT Total;2017M02 2017M02;4.1
706 Syddjurs;TOT Age, total;TOT Total;2017M02 2017M02;4.3
707 Norddjurs;TOT Age, total;TOT Total;2017M02 2017M02;4.9
710 Favrskov;TOT Age, total;TOT Total;2017M02 2017M02;3.2
727 Odder;TOT Age, total;TOT Total;2017M02 2017M02;4.1
730 Randers;TOT Age, total;TOT Total;2017M02 2017M02;4.7
740 Silkeborg;TOT Age, total;TOT Total;2017M02 2017M02;4.1
741 Samsø;TOT Age, total;TOT Total;2017M02 2017M02;7.2
746 Skanderborg;TOT Age, total;TOT Total;2017M02 2017M02;2.9
751 Aarhus;TOT Age, total;TOT Total;2017M02 2017M02;4.6
190 Furesø;TOT Age, total;TOT Total;2010M08 2010M08;4.3
201 Allerød;TOT Age, total;TOT Total;2010M08 2010M08;2.7
210 Fredensborg;TOT Age, total;TOT Total;2010M08 2010M08;4.2
217 Helsingør;TOT Age, total;TOT Total;2010M08 2010M08;5.2
219 Hillerød;TOT Age, total;TOT Total;2010M08 2010M08;4.5
000 All Denmark;TOT Age, total;TOT Total;2011M12 2011M12;6.0
101 Copenhagen;TOT Age, total;TOT Total;2011M12 2011M12;7.5
147 Frederiksberg;TOT Age, total;TOT Total;2011M12 2011M12;5.8
175 Rødovre;TOT Age, total;TOT Total;2015M08 2015M08;4.8
183 Ishøj;TOT Age, total;TOT Total;2015M08 2015M08;8.3
185 Tårnby;TOT Age, total;TOT Total;2015M08 2015M08;4.1
187 Vallensbæk;TOT Age, total;TOT Total;2015M08 2015M08;4.0
190 Furesø;TOT Age, total;TOT Total;2015M08 2015M08;3.2
201 Allerød;TOT Age, total;TOT Total;2015M08 2015M08;1.9
210 Fredensborg;TOT Age, total;TOT Total;2015M08 2015M08;3.7
217 Helsingør;TOT Age, total;TOT Total;2015M08 2015M08;4.1
219 Hillerød;TOT Age, total;TOT Total;2015M08 2015M08;3.2
223 Hørsholm;TOT Age, total;TOT Total;2015M08 2015M08;2.8
230 Rudersdal;TOT Age, total;TOT Total;2015M08 2015M08;2.8
240 Egedal;TOT Age, total;TOT Total;2015M08 2015M08;2.6
250 Frederikssund;TOT Age, total;TOT Total;2015M08 2015M08;3.7
253 Greve;TOT Age, total;TOT Total;2015M08 2015M08;3.4
259 Køge;TOT Age, total;TOT Total;2015M08 2015M08;3.8
260 Halsnæs;TOT Age, total;TOT Total;2015M08 2015M08;4.2
265 Roskilde;TOT Age, total;TOT Total;2015M08 2015M08;3.8
269 Solrød;TOT Age, total;TOT Total;2015M08 2015M08;3.0
270 Gribskov;TOT Age, total;TOT Total;2015M08 2015M08;3.4
306 Odsherred;TOT Age, total;TOT Total;2015M08 2015M08;4.6
316 Holbæk;TOT Age, total;TOT Total;2015M08 2015M08;3.6
320 Faxe;TOT Age, total;TOT Total;2015M08 2015M08;4.0
326 Kalundborg;TOT Age, total;TOT Total;2015M08 2015M08;3.9
223 Hørsholm;TOT Age, total;TOT Total;2010M08 2010M08;3.2
230 Rudersdal;TOT Age, total;TOT Total;2010M08 2010M08;3.4
240 Egedal;TOT Age, total;TOT Total;2010M08 2010M08;3.5
250 Frederikssund;TOT Age, total;TOT Total;2010M08 2010M08;4.6
253 Greve;TOT Age, total;TOT Total;2010M08 2010M08;4.6
259 Køge;TOT Age, total;TOT Total;2010M08 2010M08;5.8
260 Halsnæs;TOT Age, total;TOT Total;2010M08 2010M08;6.3
265 Roskilde;TOT Age, total;TOT Total;2010M08 2010M08;4.1
269 Solrød;TOT Age, total;TOT Total;2010M08 2010M08;4.2
270 Gribskov;TOT Age, total;TOT Total;2010M08 2010M08;4.7
306 Odsherred;TOT Age, total;TOT Total;2010M08 2010M08;6.5
316 Holbæk;TOT Age, total;TOT Total;2010M08 2010M08;5.1
320 Faxe;TOT Age, total;TOT Total;2010M08 2010M08;5.6
326 Kalundborg;TOT Age, total;TOT Total;2010M08 2010M08;5.5
329 Ringsted;TOT Age, total;TOT Total;2010M08 2010M08;5.1
330 Slagelse;TOT Age, total;TOT Total;2010M08 2010M08;7.0
336 Stevns;TOT Age, total;TOT Total;2010M08 2010M08;5.2
340 Sorø;TOT Age, total;TOT Total;2010M08 2010M08;5.0
350 Lejre;TOT Age, total;TOT Total;2010M08 2010M08;3.8
360 Lolland;TOT Age, total;TOT Total;2010M08 2010M08;8.0
370 Næstved;TOT Age, total;TOT Total;2010M08 2010M08;6.0
376 Guldborgsund;TOT Age, total;TOT Total;2010M08 2010M08;5.6
151 Ballerup;TOT Age, total;TOT Total;2011M12 2011M12;5.2
153 Brøndby;TOT Age, total;TOT Total;2011M12 2011M12;7.0
155 Dragør;TOT Age, total;TOT Total;2011M12 2011M12;3.7
157 Gentofte;TOT Age, total;TOT Total;2011M12 2011M12;3.7
159 Gladsaxe;TOT Age, total;TOT Total;2011M12 2011M12;5.3
161 Glostrup;TOT Age, total;TOT Total;2011M12 2011M12;6.4
163 Herlev;TOT Age, total;TOT Total;2011M12 2011M12;5.9
165 Albertslund;TOT Age, total;TOT Total;2011M12 2011M12;8.3
167 Hvidovre;TOT Age, total;TOT Total;2011M12 2011M12;5.5
169 Høje-Taastrup;TOT Age, total;TOT Total;2011M12 2011M12;7.6
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2011M12 2011M12;3.9
175 Rødovre;TOT Age, total;TOT Total;2011M12 2011M12;5.8
183 Ishøj;TOT Age, total;TOT Total;2011M12 2011M12;10.2
185 Tårnby;TOT Age, total;TOT Total;2011M12 2011M12;5.7
187 Vallensbæk;TOT Age, total;TOT Total;2011M12 2011M12;4.9
190 Furesø;TOT Age, total;TOT Total;2011M12 2011M12;4.3
201 Allerød;TOT Age, total;TOT Total;2011M12 2011M12;3.1
210 Fredensborg;TOT Age, total;TOT Total;2011M12 2011M12;4.3
217 Helsingør;TOT Age, total;TOT Total;2011M12 2011M12;5.6
219 Hillerød;TOT Age, total;TOT Total;2011M12 2011M12;4.2
101 Copenhagen;TOT Age, total;TOT Total;2012M01 2012M01;7.6
147 Frederiksberg;TOT Age, total;TOT Total;2012M01 2012M01;5.9
151 Ballerup;TOT Age, total;TOT Total;2012M01 2012M01;5.4
153 Brøndby;TOT Age, total;TOT Total;2012M01 2012M01;7.1
155 Dragør;TOT Age, total;TOT Total;2012M01 2012M01;3.8
157 Gentofte;TOT Age, total;TOT Total;2012M01 2012M01;3.7
159 Gladsaxe;TOT Age, total;TOT Total;2012M01 2012M01;5.5
161 Glostrup;TOT Age, total;TOT Total;2012M01 2012M01;6.6
163 Herlev;TOT Age, total;TOT Total;2012M01 2012M01;6.3
165 Albertslund;TOT Age, total;TOT Total;2012M01 2012M01;8.7
167 Hvidovre;TOT Age, total;TOT Total;2012M01 2012M01;5.7
169 Høje-Taastrup;TOT Age, total;TOT Total;2012M01 2012M01;7.9
173 Lyngby-Taarbæk;TOT Age, total;TOT Total;2012M01 2012M01;4.0
175 Rødovre;TOT Age, total;TOT Total;2012M01 2012M01;6.0
183 Ishøj;TOT Age, total;TOT Total;2012M01 2012M01;10.4
185 Tårnby;TOT Age, total;TOT Total;2012M01 2012M01;6.0
187 Vallensbæk;TOT Age, total;TOT Total;2012M01 2012M01;5.2
190 Furesø;TOT Age, total;TOT Total;2012M01 2012M01;4.4
201 Allerød;TOT Age, total;TOT Total;2012M01 2012M01;3.1
210 Fredensborg;TOT Age, total;TOT Total;2012M01 2012M01;4.7
217 Helsingør;TOT Age, total;TOT Total;2012M01 2012M01;5.9
219 Hillerød;TOT Age, total;TOT Total;2012M01 2012M01;4.6
223 Hørsholm;TOT Age, total;TOT Total;2012M01 2012M01;3.3
230 Rudersdal;TOT Age, total;TOT Total;2012M01 2012M01;3.7
000 All Denmark;TOT Age, total;TOT Total;2013M02 2013M02;6.5
240 Egedal;TOT Age, total;TOT Total;2012M01 2012M01;4.1
250 Frederikssund;TOT Age, total;TOT Total;2012M01 2012M01;5.2
253 Greve;TOT Age, total;TOT Total;2012M01 2012M01;4.9
259 Køge;TOT Age, total;TOT Total;2012M01 2012M01;6.8
260 Halsnæs;TOT Age, total;TOT Total;2012M01 2012M01;7.4
265 Roskilde;TOT Age, total;TOT Total;2012M01 2012M01;4.6
269 Solrød;TOT Age, total;TOT Total;2012M01 2012M01;4.4
270 Gribskov;TOT Age, total;TOT Total;2012M01 2012M01;5.4
306 Odsherred;TOT Age, total;TOT Total;2012M01 2012M01;7.5
316 Holbæk;TOT Age, total;TOT Total;2012M01 2012M01;5.6
320 Faxe;TOT Age, total;TOT Total;2012M01 2012M01;7.0
326 Kalundborg;TOT Age, total;TOT Total;2012M01 2012M01;7.2
329 Ringsted;TOT Age, total;TOT Total;2012M01 2012M01;6.5
330 Slagelse;TOT Age, total;TOT Total;2012M01 2012M01;9.2
336 Stevns;TOT Age, total;TOT Total;2012M01 2012M01;6.2
340 Sorø;TOT Age, total;TOT Total;2012M01 2012M01;6.4
350 Lejre;TOT Age, total;TOT Total;2012M01 2012M01;3.9
360 Lolland;TOT Age, total;TOT Total;2012M01 2012M01;11.1
370 Næstved;TOT Age, total;TOT Total;2012M01 2012M01;7.3
376 Guldborgsund;TOT Age, total;TOT Total;2012M01 2012M01;7.5
390 Vordingborg;TOT Age, total;TOT Total;2012M01 2012M01;7.1
400 Bornholm;TOT Age, total;TOT Total;2012M01 2012M01;9.3
101 Copenhagen;TOT Age, total;TOT Total;2013M02 2013M02;7.7
147 Frederiksberg;TOT Age, total;TOT Total;2013M02 2013M02;6.1
151 Ballerup;TOT Age, total;TOT Total;2013M02 2013M02;6.2
153 Brøndby;TOT Age, total;TOT Total;2013M02 2013M02;8.0
155 Dragør;TOT Age, total;TOT Total;2013M02 2013M02;3.6
157 Gentofte;TOT Age, total;TOT Total;2013M02 2013M02;3.9
159 Gladsaxe;TOT Age, total;TOT Total;2013M02 2013M02;5.8
000 All Denmark;TOT Age, total;TOT Total;2023M05 2023M05;2.6
336 Stevns;TOT Age, total;TOT Total;2024M08 2024M08;2.6
340 Sorø;TOT Age, total;TOT Total;2024M08 2024M08;2.1
350 Lejre;TOT Age, total;TOT Total;2024M08 2024M08;2.1
360 Lolland;TOT Age, total;TOT Total;2024M08 2024M08;3.1
370 Næstved;TOT Age, total;TOT Total;2024M08 2024M08;2.7
376 Guldborgsund;TOT Age, total;TOT Total;2024M08 2024M08;2.9
390 Vordingborg;TOT Age, total;TOT Total;2024M08 2024M08;2.8
400 Bornholm;TOT Age, total;TOT Total;2024M08 2024M08;1.7
410 Middelfart;TOT Age, total;TOT Total;2024M08 2024M08;2.4
420 Assens;TOT Age, total;TOT Total;2024M08 2024M08;2.6
430 Faaborg-Midtfyn;TOT Age, total;TOT Total;2024M08 2024M08;2.6
440 Kerteminde;TOT Age, total;TOT Total;2024M08 2024M08;2.5
450 Nyborg;TOT Age, total;TOT Total;2024M08 2024M08;3.0
461 Odense;TOT Age, total;TOT Total;2024M08 2024M08;4.3
479 Svendborg;TOT Age, total;TOT Total;2024M08 2024M08;2.9
480 Nordfyns;TOT Age, total;TOT Total;2024M08 2024M08;2.8
482 Langeland;TOT Age, total;TOT Total;2024M08 2024M08;3.4
492 Ærø;TOT Age, total;TOT Total;2024M08 2024M08;1.7
510 Haderslev;TOT Age, total;TOT Total;2024M08 2024M08;2.6
530 Billund;TOT Age, total;TOT Total;2024M08 2024M08;1.5
540 Sønderborg;TOT Age, total;TOT Total;2024M08 2024M08;2.7
550 Tønder;TOT Age, total;TOT Total;2024M08 2024M08;1.8
561 Esbjerg;TOT Age, total;TOT Total;2024M08 2024M08;2.5
563 Fanø;TOT Age, total;TOT Total;2024M08 2024M08;2.3
573 Varde;TOT Age, total;TOT Total;2024M08 2024M08;1.7
575 Vejen;TOT Age, total;TOT Total;2024M08 2024M08;1.7
580 Aabenraa;TOT Age, total;TOT Total;2024M08 2024M08;2.2
607 Fredericia;TOT Age, total;TOT Total;2024M08 2024M08;3.1
615 Horsens;TOT Age, total;TOT Total;2024M08 2024M08;2.6
621 Kolding;TOT Age, total;TOT Total;2024M08 2024M08;2.7
630 Vejle;TOT Age, total;TOT Total;2024M08 2024M08;2.6
657 Herning;TOT Age, total;TOT Total;2024M08 2024M08;2.2
661 Holstebro;TOT Age, total;TOT Total;2024M08 2024M08;2.0
665 Lemvig;TOT Age, total;TOT Total;2024M08 2024M08;1.9
671 Struer;TOT Age, total;TOT Total;2024M08 2024M08;2.7
706 Syddjurs;TOT Age, total;TOT Total;2024M08 2024M08;2.6
707 Norddjurs;TOT Age, total;TOT Total;2024M08 2024M08;2.7
710 Favrskov;TOT Age, total;TOT Total;2024M08 2024M08;2.3
727 Odder;TOT Age, total;TOT Total;2024M08 2024M08;2.7
730 Randers;TOT Age, total;TOT Total;2024M08 2024M08;3.1
740 Silkeborg;TOT Age, total;TOT Total;2024M08 2024M08;2.5
741 Samsø;TOT Age, total;TOT Total;2024M08 2024M08;1.6
746 Skanderborg;TOT Age, total;TOT Total;2024M08 2024M08;2.0
751 Aarhus;TOT Age, total;TOT Total;2024M08 2024M08;4.2
756 Ikast-Brande;TOT Age, total;TOT Total;2024M08 2024M08;2.3
760 Ringkøbing-Skjern;TOT Age, total;TOT Total;2024M08 2024M08;1.6
