KOMMUNEDK;INDKN;TID;INDHOLD 
820 Vesthimmerlands;60 60 per cent of median income;2013 2013;10.9
840 Rebild;60 60 per cent of median income;2013 2013;7.1
849 Jammerbugt;60 60 per cent of median income;2013 2013;8.8
860 Hjørring;60 60 per cent of median income;2013 2013;10.3
101 Copenhagen;60 60 per cent of median income;2012 2012;23.7
151 Ballerup;60 60 per cent of median income;2012 2012;9.8
155 Dragør;60 60 per cent of median income;2012 2012;5.5
159 Gladsaxe;60 60 per cent of median income;2012 2012;12.1
163 Herlev;60 60 per cent of median income;2012 2012;10.0
167 Hvidovre;60 60 per cent of median income;2012 2012;11.8
173 Lyngby-Taarbæk;60 60 per cent of median income;2012 2012;10.0
183 Ishøj;60 60 per cent of median income;2012 2012;14.3
187 Vallensbæk;60 60 per cent of median income;2012 2012;7.6
201 Allerød;60 60 per cent of median income;2012 2012;4.7
217 Helsingør;60 60 per cent of median income;2012 2012;9.9
223 Hørsholm;60 60 per cent of median income;2012 2012;6.4
240 Egedal;60 60 per cent of median income;2012 2012;4.2
253 Greve;60 60 per cent of median income;2012 2012;6.5
260 Halsnæs;60 60 per cent of median income;2012 2012;8.0
269 Solrød;60 60 per cent of median income;2012 2012;5.4
306 Odsherred;60 60 per cent of median income;2012 2012;9.0
320 Faxe;60 60 per cent of median income;2012 2012;9.0
329 Ringsted;60 60 per cent of median income;2012 2012;9.9
336 Stevns;60 60 per cent of median income;2012 2012;7.4
350 Lejre;60 60 per cent of median income;2012 2012;6.0
370 Næstved;60 60 per cent of median income;2012 2012;9.8
390 Vordingborg;60 60 per cent of median income;2012 2012;10.7
410 Middelfart;60 60 per cent of median income;2012 2012;6.9
430 Faaborg-Midtfyn;60 60 per cent of median income;2012 2012;8.0
450 Nyborg;60 60 per cent of median income;2012 2012;8.1
479 Svendborg;60 60 per cent of median income;2012 2012;11.5
482 Langeland;60 60 per cent of median income;2012 2012;11.9
510 Haderslev;60 60 per cent of median income;2012 2012;11.2
540 Sønderborg;60 60 per cent of median income;2012 2012;10.9
561 Esbjerg;60 60 per cent of median income;2012 2012;11.2
573 Varde;60 60 per cent of median income;2012 2012;8.8
580 Aabenraa;60 60 per cent of median income;2012 2012;11.4
615 Horsens;60 60 per cent of median income;2012 2012;10.8
630 Vejle;60 60 per cent of median income;2012 2012;9.2
661 Holstebro;60 60 per cent of median income;2012 2012;9.9
671 Struer;60 60 per cent of median income;2012 2012;8.7
707 Norddjurs;60 60 per cent of median income;2012 2012;10.9
727 Odder;60 60 per cent of median income;2012 2012;6.4
740 Silkeborg;60 60 per cent of median income;2012 2012;8.7
746 Skanderborg;60 60 per cent of median income;2012 2012;5.4
756 Ikast-Brande;60 60 per cent of median income;2012 2012;8.7
766 Hedensted;60 60 per cent of median income;2012 2012;6.8
779 Skive;60 60 per cent of median income;2012 2012;9.4
791 Viborg;60 60 per cent of median income;2012 2012;9.2
813 Frederikshavn;60 60 per cent of median income;2012 2012;8.5
825 Læsø;60 60 per cent of median income;2012 2012;8.0
846 Mariagerfjord;60 60 per cent of median income;2012 2012;9.1
851 Aalborg;60 60 per cent of median income;2012 2012;14.7
000 All Denmark;60 60 per cent of median income;2011 2011;12.2
147 Frederiksberg;60 60 per cent of median income;2011 2011;16.6
153 Brøndby;60 60 per cent of median income;2011 2011;13.5
157 Gentofte;60 60 per cent of median income;2011 2011;9.4
161 Glostrup;60 60 per cent of median income;2011 2011;9.8
165 Albertslund;60 60 per cent of median income;2011 2011;17.1
169 Høje-Taastrup;60 60 per cent of median income;2011 2011;12.0
175 Rødovre;60 60 per cent of median income;2011 2011;11.5
185 Tårnby;60 60 per cent of median income;2011 2011;8.8
190 Furesø;60 60 per cent of median income;2011 2011;7.4
210 Fredensborg;60 60 per cent of median income;2011 2011;8.6
219 Hillerød;60 60 per cent of median income;2011 2011;8.1
230 Rudersdal;60 60 per cent of median income;2011 2011;8.0
250 Frederikssund;60 60 per cent of median income;2011 2011;7.5
259 Køge;60 60 per cent of median income;2011 2011;9.1
265 Roskilde;60 60 per cent of median income;2011 2011;10.3
270 Gribskov;60 60 per cent of median income;2011 2011;7.8
316 Holbæk;60 60 per cent of median income;2011 2011;10.6
326 Kalundborg;60 60 per cent of median income;2011 2011;10.0
330 Slagelse;60 60 per cent of median income;2011 2011;12.3
340 Sorø;60 60 per cent of median income;2011 2011;9.0
360 Lolland;60 60 per cent of median income;2011 2011;14.4
376 Guldborgsund;60 60 per cent of median income;2011 2011;12.3
400 Bornholm;60 60 per cent of median income;2011 2011;10.3
420 Assens;60 60 per cent of median income;2011 2011;8.7
440 Kerteminde;60 60 per cent of median income;2011 2011;7.7
461 Odense;60 60 per cent of median income;2011 2011;16.8
480 Nordfyns;60 60 per cent of median income;2011 2011;8.8
492 Ærø;60 60 per cent of median income;2011 2011;13.9
530 Billund;60 60 per cent of median income;2011 2011;8.4
550 Tønder;60 60 per cent of median income;2011 2011;12.4
563 Fanø;60 60 per cent of median income;2011 2011;7.5
575 Vejen;60 60 per cent of median income;2011 2011;9.7
607 Fredericia;60 60 per cent of median income;2011 2011;10.4
621 Kolding;60 60 per cent of median income;2011 2011;10.4
657 Herning;60 60 per cent of median income;2011 2011;10.2
665 Lemvig;60 60 per cent of median income;2011 2011;9.2
706 Syddjurs;60 60 per cent of median income;2011 2011;8.0
710 Favrskov;60 60 per cent of median income;2011 2011;6.3
730 Randers;60 60 per cent of median income;2011 2011;10.9
741 Samsø;60 60 per cent of median income;2011 2011;11.7
751 Aarhus;60 60 per cent of median income;2011 2011;18.7
760 Ringkøbing-Skjern;60 60 per cent of median income;2002 2002;7.9
773 Morsø;60 60 per cent of median income;2002 2002;10.7
787 Thisted;60 60 per cent of median income;2002 2002;10.3
810 Brønderslev;60 60 per cent of median income;2002 2002;9.6
820 Vesthimmerlands;60 60 per cent of median income;2002 2002;10.5
840 Rebild;60 60 per cent of median income;2002 2002;8.2
849 Jammerbugt;60 60 per cent of median income;2002 2002;8.9
860 Hjørring;60 60 per cent of median income;2002 2002;9.3
766 Hedensted;50 50 per cent of median income;2015 2015;3.7
779 Skive;50 50 per cent of median income;2015 2015;5.6
791 Viborg;50 50 per cent of median income;2015 2015;6.0
813 Frederikshavn;50 50 per cent of median income;2015 2015;5.4
825 Læsø;50 50 per cent of median income;2015 2015;5.1
846 Mariagerfjord;50 50 per cent of median income;2015 2015;5.5
851 Aalborg;50 50 per cent of median income;2015 2015;11.0
000 All Denmark;50 50 per cent of median income;2016 2016;8.3
147 Frederiksberg;50 50 per cent of median income;2016 2016;11.2
153 Brøndby;50 50 per cent of median income;2016 2016;9.0
157 Gentofte;50 50 per cent of median income;2016 2016;7.2
161 Glostrup;50 50 per cent of median income;2016 2016;7.0
165 Albertslund;50 50 per cent of median income;2016 2016;10.5
169 Høje-Taastrup;50 50 per cent of median income;2016 2016;8.4
175 Rødovre;50 50 per cent of median income;2016 2016;6.9
185 Tårnby;50 50 per cent of median income;2016 2016;5.9
190 Furesø;50 50 per cent of median income;2016 2016;4.8
210 Fredensborg;50 50 per cent of median income;2016 2016;5.7
219 Hillerød;50 50 per cent of median income;2016 2016;5.6
230 Rudersdal;50 50 per cent of median income;2016 2016;5.6
250 Frederikssund;50 50 per cent of median income;2016 2016;4.7
259 Køge;50 50 per cent of median income;2016 2016;5.8
265 Roskilde;50 50 per cent of median income;2016 2016;7.0
270 Gribskov;50 50 per cent of median income;2016 2016;5.5
316 Holbæk;50 50 per cent of median income;2016 2016;6.3
326 Kalundborg;50 50 per cent of median income;2016 2016;6.5
330 Slagelse;50 50 per cent of median income;2016 2016;8.3
340 Sorø;50 50 per cent of median income;2016 2016;5.7
360 Lolland;50 50 per cent of median income;2016 2016;8.1
376 Guldborgsund;50 50 per cent of median income;2016 2016;8.4
400 Bornholm;50 50 per cent of median income;2016 2016;5.7
420 Assens;50 50 per cent of median income;2016 2016;5.7
440 Kerteminde;50 50 per cent of median income;2016 2016;5.5
461 Odense;50 50 per cent of median income;2016 2016;12.6
480 Nordfyns;50 50 per cent of median income;2016 2016;5.4
492 Ærø;50 50 per cent of median income;2016 2016;8.9
530 Billund;50 50 per cent of median income;2016 2016;5.2
550 Tønder;50 50 per cent of median income;2016 2016;7.5
563 Fanø;50 50 per cent of median income;2016 2016;5.5
575 Vejen;50 50 per cent of median income;2016 2016;6.0
607 Fredericia;50 50 per cent of median income;2016 2016;7.2
621 Kolding;50 50 per cent of median income;2016 2016;7.2
657 Herning;50 50 per cent of median income;2016 2016;6.7
665 Lemvig;50 50 per cent of median income;2016 2016;5.8
706 Syddjurs;50 50 per cent of median income;2016 2016;5.5
710 Favrskov;50 50 per cent of median income;2016 2016;3.8
730 Randers;50 50 per cent of median income;2016 2016;7.4
741 Samsø;50 50 per cent of median income;2016 2016;6.0
751 Aarhus;50 50 per cent of median income;2016 2016;13.3
760 Ringkøbing-Skjern;50 50 per cent of median income;2016 2016;5.5
773 Morsø;50 50 per cent of median income;2016 2016;6.9
787 Thisted;50 50 per cent of median income;2016 2016;6.2
810 Brønderslev;50 50 per cent of median income;2016 2016;6.4
820 Vesthimmerlands;50 50 per cent of median income;2016 2016;6.5
840 Rebild;50 50 per cent of median income;2016 2016;4.3
849 Jammerbugt;50 50 per cent of median income;2016 2016;6.2
860 Hjørring;50 50 per cent of median income;2016 2016;7.0
101 Copenhagen;50 50 per cent of median income;2017 2017;16.4
151 Ballerup;50 50 per cent of median income;2017 2017;6.3
155 Dragør;50 50 per cent of median income;2017 2017;4.2
159 Gladsaxe;50 50 per cent of median income;2017 2017;9.1
163 Herlev;50 50 per cent of median income;2017 2017;7.1
167 Hvidovre;50 50 per cent of median income;2017 2017;8.0
173 Lyngby-Taarbæk;50 50 per cent of median income;2017 2017;8.5
183 Ishøj;50 50 per cent of median income;2017 2017;10.4
187 Vallensbæk;50 50 per cent of median income;2017 2017;6.4
201 Allerød;50 50 per cent of median income;2017 2017;3.9
217 Helsingør;50 50 per cent of median income;2017 2017;7.1
223 Hørsholm;50 50 per cent of median income;2017 2017;5.0
240 Egedal;50 50 per cent of median income;2017 2017;4.0
253 Greve;50 50 per cent of median income;2017 2017;5.5
260 Halsnæs;50 50 per cent of median income;2017 2017;5.8
269 Solrød;50 50 per cent of median income;2017 2017;4.3
306 Odsherred;50 50 per cent of median income;2017 2017;7.3
320 Faxe;50 50 per cent of median income;2017 2017;7.2
329 Ringsted;50 50 per cent of median income;2017 2017;6.9
336 Stevns;50 50 per cent of median income;2017 2017;6.0
350 Lejre;50 50 per cent of median income;2017 2017;4.5
370 Næstved;50 50 per cent of median income;2017 2017;7.8
390 Vordingborg;50 50 per cent of median income;2017 2017;8.5
410 Middelfart;50 50 per cent of median income;2017 2017;4.9
430 Faaborg-Midtfyn;50 50 per cent of median income;2017 2017;5.9
450 Nyborg;50 50 per cent of median income;2017 2017;6.9
479 Svendborg;50 50 per cent of median income;2017 2017;8.8
482 Langeland;50 50 per cent of median income;2017 2017;7.6
510 Haderslev;50 50 per cent of median income;2017 2017;7.8
540 Sønderborg;50 50 per cent of median income;2017 2017;7.1
561 Esbjerg;50 50 per cent of median income;2017 2017;8.0
573 Varde;50 50 per cent of median income;2017 2017;5.5
580 Aabenraa;50 50 per cent of median income;2017 2017;7.4
615 Horsens;50 50 per cent of median income;2017 2017;7.6
630 Vejle;50 50 per cent of median income;2017 2017;6.4
661 Holstebro;50 50 per cent of median income;2017 2017;7.0
671 Struer;50 50 per cent of median income;2017 2017;7.0
707 Norddjurs;50 50 per cent of median income;2017 2017;8.5
727 Odder;50 50 per cent of median income;2017 2017;5.2
740 Silkeborg;50 50 per cent of median income;2017 2017;5.5
746 Skanderborg;50 50 per cent of median income;2017 2017;4.0
756 Ikast-Brande;50 50 per cent of median income;2017 2017;5.7
766 Hedensted;50 50 per cent of median income;2017 2017;4.5
779 Skive;50 50 per cent of median income;2017 2017;6.3
791 Viborg;50 50 per cent of median income;2017 2017;6.5
813 Frederikshavn;50 50 per cent of median income;2017 2017;6.5
825 Læsø;50 50 per cent of median income;2017 2017;4.7
846 Mariagerfjord;50 50 per cent of median income;2017 2017;6.4
851 Aalborg;50 50 per cent of median income;2017 2017;12.0
000 All Denmark;50 50 per cent of median income;2018 2018;8.7
147 Frederiksberg;50 50 per cent of median income;2018 2018;10.7
153 Brøndby;50 50 per cent of median income;2018 2018;10.2
157 Gentofte;50 50 per cent of median income;2018 2018;7.6
161 Glostrup;50 50 per cent of median income;2018 2018;7.8
165 Albertslund;50 50 per cent of median income;2018 2018;10.9
169 Høje-Taastrup;50 50 per cent of median income;2018 2018;8.9
175 Rødovre;50 50 per cent of median income;2018 2018;7.7
185 Tårnby;50 50 per cent of median income;2018 2018;6.1
190 Furesø;50 50 per cent of median income;2018 2018;5.4
210 Fredensborg;50 50 per cent of median income;2018 2018;5.8
219 Hillerød;50 50 per cent of median income;2018 2018;6.2
230 Rudersdal;50 50 per cent of median income;2018 2018;5.9
250 Frederikssund;50 50 per cent of median income;2018 2018;5.1
259 Køge;50 50 per cent of median income;2018 2018;6.0
265 Roskilde;50 50 per cent of median income;2018 2018;7.0
270 Gribskov;50 50 per cent of median income;2018 2018;5.9
316 Holbæk;50 50 per cent of median income;2018 2018;6.8
326 Kalundborg;50 50 per cent of median income;2018 2018;7.0
330 Slagelse;50 50 per cent of median income;2018 2018;8.8
340 Sorø;50 50 per cent of median income;2018 2018;6.5
360 Lolland;50 50 per cent of median income;2018 2018;9.3
376 Guldborgsund;50 50 per cent of median income;2018 2018;9.0
400 Bornholm;50 50 per cent of median income;2018 2018;6.4
420 Assens;50 50 per cent of median income;2018 2018;6.3
440 Kerteminde;50 50 per cent of median income;2018 2018;5.8
461 Odense;50 50 per cent of median income;2018 2018;13.7
480 Nordfyns;50 50 per cent of median income;2018 2018;5.9
492 Ærø;50 50 per cent of median income;2018 2018;9.3
530 Billund;50 50 per cent of median income;2018 2018;5.1
550 Tønder;50 50 per cent of median income;2018 2018;7.4
563 Fanø;50 50 per cent of median income;2018 2018;5.7
575 Vejen;50 50 per cent of median income;2018 2018;5.8
607 Fredericia;50 50 per cent of median income;2018 2018;7.7
621 Kolding;50 50 per cent of median income;2018 2018;7.3
657 Herning;50 50 per cent of median income;2018 2018;6.8
665 Lemvig;50 50 per cent of median income;2018 2018;5.9
706 Syddjurs;50 50 per cent of median income;2018 2018;5.9
710 Favrskov;50 50 per cent of median income;2018 2018;4.2
730 Randers;50 50 per cent of median income;2018 2018;7.8
741 Samsø;50 50 per cent of median income;2018 2018;7.7
751 Aarhus;50 50 per cent of median income;2018 2018;14.2
760 Ringkøbing-Skjern;50 50 per cent of median income;2018 2018;5.7
773 Morsø;50 50 per cent of median income;2018 2018;6.5
787 Thisted;50 50 per cent of median income;2018 2018;6.7
810 Brønderslev;50 50 per cent of median income;2018 2018;6.6
