OMRÅDE;KØN;TID;INDHOLD
420 Assens;TOT Total;2016:2020 2016:2020;81.6
430 Faaborg-Midtfyn;TOT Total;2016:2020 2016:2020;81.3
440 Kerteminde;TOT Total;2016:2020 2016:2020;81.6
450 Nyborg;TOT Total;2016:2020 2016:2020;80.5
461 Odense;TOT Total;2016:2020 2016:2020;81.2
479 Svendborg;TOT Total;2016:2020 2016:2020;80.9
480 Nordfyns;TOT Total;2016:2020 2016:2020;80.8
482 Langeland;TOT Total;2016:2020 2016:2020;80.1
492 Ærø;TOT Total;2016:2020 2016:2020;..
510 Haderslev;TOT Total;2016:2020 2016:2020;81.5
530 Billund;TOT Total;2016:2020 2016:2020;81.4
540 Sønderborg;TOT Total;2016:2020 2016:2020;81.7
550 Tønder;TOT Total;2016:2020 2016:2020;80.7
561 Esbjerg;TOT Total;2016:2020 2016:2020;80.8
563 Fanø;TOT Total;2016:2020 2016:2020;..
573 Varde;TOT Total;2016:2020 2016:2020;81.7
575 Vejen;TOT Total;2016:2020 2016:2020;81.6
580 Aabenraa;TOT Total;2016:2020 2016:2020;80.8
607 Fredericia;TOT Total;2016:2020 2016:2020;81.1
615 Horsens;TOT Total;2016:2020 2016:2020;81.2
621 Kolding;TOT Total;2016:2020 2016:2020;81.5
630 Vejle;TOT Total;2016:2020 2016:2020;81.1
657 Herning;TOT Total;2016:2020 2016:2020;81.6
661 Holstebro;TOT Total;2016:2020 2016:2020;81.9
665 Lemvig;TOT Total;2016:2020 2016:2020;80.9
671 Struer;TOT Total;2016:2020 2016:2020;81.8
706 Syddjurs;TOT Total;2016:2020 2016:2020;81.7
707 Norddjurs;TOT Total;2016:2020 2016:2020;79.8
710 Favrskov;TOT Total;2016:2020 2016:2020;81.9
727 Odder;TOT Total;2016:2020 2016:2020;82.7
730 Randers;TOT Total;2016:2020 2016:2020;80.4
740 Silkeborg;TOT Total;2016:2020 2016:2020;81.7
741 Samsø;TOT Total;2016:2020 2016:2020;..
746 Skanderborg;TOT Total;2016:2020 2016:2020;82.4
751 Aarhus;TOT Total;2016:2020 2016:2020;81.6
756 Ikast-Brande;TOT Total;2016:2020 2016:2020;81.7
760 Ringkøbing-Skjern;TOT Total;2016:2020 2016:2020;81.7
766 Hedensted;TOT Total;2016:2020 2016:2020;82.0
773 Morsø;TOT Total;2016:2020 2016:2020;80.2
779 Skive;TOT Total;2016:2020 2016:2020;81.2
787 Thisted;TOT Total;2016:2020 2016:2020;80.4
791 Viborg;TOT Total;2016:2020 2016:2020;81.9
810 Brønderslev;TOT Total;2016:2020 2016:2020;81.1
813 Frederikshavn;TOT Total;2016:2020 2016:2020;80.6
820 Vesthimmerlands;TOT Total;2016:2020 2016:2020;80.6
825 Læsø;TOT Total;2016:2020 2016:2020;..
840 Rebild;TOT Total;2016:2020 2016:2020;80.9
846 Mariagerfjord;TOT Total;2016:2020 2016:2020;80.9
849 Jammerbugt;TOT Total;2016:2020 2016:2020;81.0
851 Aalborg;TOT Total;2016:2020 2016:2020;81.0
860 Hjørring;TOT Total;2016:2020 2016:2020;81.3
000 All Denmark;TOT Total;2001:2005 2001:2005;77.3
101 Copenhagen;TOT Total;2001:2005 2001:2005;74.9
147 Frederiksberg;TOT Total;2001:2005 2001:2005;77.2
151 Ballerup;TOT Total;2001:2005 2001:2005;76.9
153 Brøndby;TOT Total;2001:2005 2001:2005;76.7
155 Dragør;TOT Total;2001:2005 2001:2005;79.5
157 Gentofte;TOT Total;2001:2005 2001:2005;78.9
159 Gladsaxe;TOT Total;2001:2005 2001:2005;77.2
161 Glostrup;TOT Total;2001:2005 2001:2005;76.9
163 Herlev;TOT Total;2001:2005 2001:2005;76.9
165 Albertslund;TOT Total;2001:2005 2001:2005;77.0
167 Hvidovre;TOT Total;2001:2005 2001:2005;76.2
169 Høje-Taastrup;TOT Total;2001:2005 2001:2005;76.6
173 Lyngby-Taarbæk;TOT Total;2001:2005 2001:2005;78.8
175 Rødovre;TOT Total;2001:2005 2001:2005;76.1
183 Ishøj;TOT Total;2001:2005 2001:2005;75.6
185 Tårnby;TOT Total;2001:2005 2001:2005;76.9
187 Vallensbæk;TOT Total;2001:2005 2001:2005;78.7
190 Furesø;TOT Total;2001:2005 2001:2005;78.9
201 Allerød;TOT Total;2001:2005 2001:2005;79.5
210 Fredensborg;TOT Total;2001:2005 2001:2005;77.4
217 Helsingør;TOT Total;2001:2005 2001:2005;76.9
219 Hillerød;TOT Total;2001:2005 2001:2005;77.9
223 Hørsholm;TOT Total;2001:2005 2001:2005;80.0
230 Rudersdal;TOT Total;2001:2005 2001:2005;79.4
240 Egedal;TOT Total;2001:2005 2001:2005;78.1
250 Frederikssund;TOT Total;2001:2005 2001:2005;76.8
253 Greve;TOT Total;2001:2005 2001:2005;77.1
259 Køge;TOT Total;2001:2005 2001:2005;77.1
260 Halsnæs;TOT Total;2001:2005 2001:2005;76.0
265 Roskilde;TOT Total;2001:2005 2001:2005;77.6
269 Solrød;TOT Total;2001:2005 2001:2005;78.1
270 Gribskov;TOT Total;2001:2005 2001:2005;76.9
306 Odsherred;TOT Total;2001:2005 2001:2005;76.6
316 Holbæk;TOT Total;2001:2005 2001:2005;76.7
320 Faxe;TOT Total;2001:2005 2001:2005;76.9
326 Kalundborg;TOT Total;2001:2005 2001:2005;76.4
329 Ringsted;TOT Total;2001:2005 2001:2005;77.0
330 Slagelse;TOT Total;2001:2005 2001:2005;75.8
336 Stevns;TOT Total;2001:2005 2001:2005;77.7
340 Sorø;TOT Total;2001:2005 2001:2005;76.2
350 Lejre;TOT Total;2001:2005 2001:2005;78.6
360 Lolland;TOT Total;2001:2005 2001:2005;74.6
370 Næstved;TOT Total;2001:2005 2001:2005;77.1
376 Guldborgsund;TOT Total;2001:2005 2001:2005;76.3
390 Vordingborg;TOT Total;2001:2005 2001:2005;76.2
400 Bornholm;TOT Total;2001:2005 2001:2005;77.4
410 Middelfart;TOT Total;2001:2005 2001:2005;77.6
420 Assens;TOT Total;2001:2005 2001:2005;77.5
430 Faaborg-Midtfyn;TOT Total;2001:2005 2001:2005;78.3
440 Kerteminde;TOT Total;2001:2005 2001:2005;77.6
450 Nyborg;TOT Total;2001:2005 2001:2005;77.0
461 Odense;TOT Total;2001:2005 2001:2005;77.3
479 Svendborg;TOT Total;2001:2005 2001:2005;77.7
480 Nordfyns;TOT Total;2001:2005 2001:2005;77.5
482 Langeland;TOT Total;2001:2005 2001:2005;77.3
492 Ærø;TOT Total;2001:2005 2001:2005;..
510 Haderslev;TOT Total;2001:2005 2001:2005;77.4
530 Billund;TOT Total;2001:2005 2001:2005;77.9
540 Sønderborg;TOT Total;2001:2005 2001:2005;79.0
550 Tønder;TOT Total;2001:2005 2001:2005;77.4
561 Esbjerg;TOT Total;2001:2005 2001:2005;76.9
563 Fanø;TOT Total;2001:2005 2001:2005;..
573 Varde;TOT Total;2001:2005 2001:2005;78.4
575 Vejen;TOT Total;2001:2005 2001:2005;77.9
580 Aabenraa;TOT Total;2001:2005 2001:2005;77.8
607 Fredericia;TOT Total;2001:2005 2001:2005;76.9
615 Horsens;TOT Total;2001:2005 2001:2005;76.9
621 Kolding;TOT Total;2001:2005 2001:2005;77.6
630 Vejle;TOT Total;2001:2005 2001:2005;77.7
657 Herning;TOT Total;2001:2005 2001:2005;77.2
661 Holstebro;TOT Total;2001:2005 2001:2005;77.1
665 Lemvig;TOT Total;2001:2005 2001:2005;77.5
671 Struer;TOT Total;2001:2005 2001:2005;78.0
706 Syddjurs;TOT Total;2001:2005 2001:2005;78.6
707 Norddjurs;TOT Total;2001:2005 2001:2005;77.1
710 Favrskov;TOT Total;2001:2005 2001:2005;79.2
727 Odder;TOT Total;2001:2005 2001:2005;78.9
730 Randers;TOT Total;2001:2005 2001:2005;77.1
740 Silkeborg;TOT Total;2001:2005 2001:2005;78.2
741 Samsø;TOT Total;2001:2005 2001:2005;..
746 Skanderborg;TOT Total;2001:2005 2001:2005;78.7
751 Aarhus;TOT Total;2001:2005 2001:2005;78.0
756 Ikast-Brande;TOT Total;2001:2005 2001:2005;78.1
760 Ringkøbing-Skjern;TOT Total;2001:2005 2001:2005;77.8
766 Hedensted;TOT Total;2001:2005 2001:2005;78.4
773 Morsø;TOT Total;2001:2005 2001:2005;76.8
779 Skive;TOT Total;2001:2005 2001:2005;77.7
787 Thisted;TOT Total;2001:2005 2001:2005;76.8
791 Viborg;TOT Total;2001:2005 2001:2005;77.4
810 Brønderslev;TOT Total;2001:2005 2001:2005;77.9
813 Frederikshavn;TOT Total;2001:2005 2001:2005;76.6
820 Vesthimmerlands;TOT Total;2001:2005 2001:2005;77.4
825 Læsø;TOT Total;2001:2005 2001:2005;..
840 Rebild;TOT Total;2001:2005 2001:2005;78.7
846 Mariagerfjord;TOT Total;2001:2005 2001:2005;77.3
849 Jammerbugt;TOT Total;2001:2005 2001:2005;77.6
851 Aalborg;TOT Total;2001:2005 2001:2005;77.3
860 Hjørring;TOT Total;2001:2005 2001:2005;77.4
175 Rødovre;TOT Total;2010:2014 2010:2014;79.3
183 Ishøj;TOT Total;2010:2014 2010:2014;78.1
185 Tårnby;TOT Total;2010:2014 2010:2014;79.3
187 Vallensbæk;TOT Total;2010:2014 2010:2014;81.0
190 Furesø;TOT Total;2010:2014 2010:2014;81.9
201 Allerød;TOT Total;2010:2014 2010:2014;81.8
210 Fredensborg;TOT Total;2010:2014 2010:2014;80.8
217 Helsingør;TOT Total;2010:2014 2010:2014;79.6
219 Hillerød;TOT Total;2010:2014 2010:2014;80.6
223 Hørsholm;TOT Total;2010:2014 2010:2014;81.6
230 Rudersdal;TOT Total;2010:2014 2010:2014;82.3
240 Egedal;TOT Total;2010:2014 2010:2014;81.7
250 Frederikssund;TOT Total;2010:2014 2010:2014;79.4
253 Greve;TOT Total;2010:2014 2010:2014;80.0
259 Køge;TOT Total;2010:2014 2010:2014;79.9
260 Halsnæs;TOT Total;2010:2014 2010:2014;78.9
265 Roskilde;TOT Total;2010:2014 2010:2014;80.4
269 Solrød;TOT Total;2010:2014 2010:2014;80.3
270 Gribskov;TOT Total;2010:2014 2010:2014;80.2
306 Odsherred;TOT Total;2010:2014 2010:2014;78.4
316 Holbæk;TOT Total;2010:2014 2010:2014;79.5
320 Faxe;TOT Total;2010:2014 2010:2014;79.4
326 Kalundborg;TOT Total;2010:2014 2010:2014;78.6
329 Ringsted;TOT Total;2010:2014 2010:2014;79.5
330 Slagelse;TOT Total;2010:2014 2010:2014;78.5
336 Stevns;TOT Total;2010:2014 2010:2014;80.0
340 Sorø;TOT Total;2010:2014 2010:2014;78.8
350 Lejre;TOT Total;2010:2014 2010:2014;80.9
360 Lolland;TOT Total;2010:2014 2010:2014;76.9
370 Næstved;TOT Total;2010:2014 2010:2014;79.3
376 Guldborgsund;TOT Total;2010:2014 2010:2014;77.7
390 Vordingborg;TOT Total;2010:2014 2010:2014;78.5
400 Bornholm;TOT Total;2010:2014 2010:2014;79.3
410 Middelfart;TOT Total;2010:2014 2010:2014;80.3
420 Assens;TOT Total;2010:2014 2010:2014;80.2
430 Faaborg-Midtfyn;TOT Total;2010:2014 2010:2014;80.3
440 Kerteminde;TOT Total;2010:2014 2010:2014;80.0
450 Nyborg;TOT Total;2010:2014 2010:2014;79.8
461 Odense;TOT Total;2010:2014 2010:2014;79.3
479 Svendborg;TOT Total;2010:2014 2010:2014;80.3
480 Nordfyns;TOT Total;2010:2014 2010:2014;79.3
482 Langeland;TOT Total;2010:2014 2010:2014;79.3
492 Ærø;TOT Total;2010:2014 2010:2014;..
510 Haderslev;TOT Total;2010:2014 2010:2014;79.9
530 Billund;TOT Total;2010:2014 2010:2014;80.5
540 Sønderborg;TOT Total;2010:2014 2010:2014;80.2
550 Tønder;TOT Total;2010:2014 2010:2014;79.9
561 Esbjerg;TOT Total;2010:2014 2010:2014;79.4
563 Fanø;TOT Total;2010:2014 2010:2014;..
573 Varde;TOT Total;2010:2014 2010:2014;80.9
575 Vejen;TOT Total;2010:2014 2010:2014;80.2
580 Aabenraa;TOT Total;2010:2014 2010:2014;79.4
607 Fredericia;TOT Total;2010:2014 2010:2014;79.4
615 Horsens;TOT Total;2010:2014 2010:2014;80.2
621 Kolding;TOT Total;2010:2014 2010:2014;80.2
630 Vejle;TOT Total;2010:2014 2010:2014;80.4
657 Herning;TOT Total;2010:2014 2010:2014;81.0
661 Holstebro;TOT Total;2010:2014 2010:2014;80.5
665 Lemvig;TOT Total;2010:2014 2010:2014;80.0
671 Struer;TOT Total;2010:2014 2010:2014;79.7
706 Syddjurs;TOT Total;2010:2014 2010:2014;80.7
707 Norddjurs;TOT Total;2010:2014 2010:2014;79.2
710 Favrskov;TOT Total;2010:2014 2010:2014;81.5
727 Odder;TOT Total;2010:2014 2010:2014;81.1
730 Randers;TOT Total;2010:2014 2010:2014;79.5
740 Silkeborg;TOT Total;2010:2014 2010:2014;80.4
741 Samsø;TOT Total;2010:2014 2010:2014;..
746 Skanderborg;TOT Total;2010:2014 2010:2014;81.3
751 Aarhus;TOT Total;2010:2014 2010:2014;80.5
756 Ikast-Brande;TOT Total;2010:2014 2010:2014;80.2
760 Ringkøbing-Skjern;TOT Total;2010:2014 2010:2014;80.8
766 Hedensted;TOT Total;2010:2014 2010:2014;80.6
773 Morsø;TOT Total;2010:2014 2010:2014;79.2
779 Skive;TOT Total;2010:2014 2010:2014;80.1
787 Thisted;TOT Total;2010:2014 2010:2014;79.2
791 Viborg;TOT Total;2010:2014 2010:2014;80.6
810 Brønderslev;TOT Total;2010:2014 2010:2014;79.5
813 Frederikshavn;TOT Total;2010:2014 2010:2014;79.3
820 Vesthimmerlands;TOT Total;2010:2014 2010:2014;80.0
825 Læsø;TOT Total;2010:2014 2010:2014;..
840 Rebild;TOT Total;2010:2014 2010:2014;80.5
846 Mariagerfjord;TOT Total;2010:2014 2010:2014;80.1
849 Jammerbugt;TOT Total;2010:2014 2010:2014;79.9
851 Aalborg;TOT Total;2010:2014 2010:2014;80.0
860 Hjørring;TOT Total;2010:2014 2010:2014;80.4
000 All Denmark;TOT Total;2015:2019 2015:2019;80.9
101 Copenhagen;TOT Total;2015:2019 2015:2019;79.3
147 Frederiksberg;TOT Total;2015:2019 2015:2019;81.3
151 Ballerup;TOT Total;2015:2019 2015:2019;80.4
153 Brøndby;TOT Total;2015:2019 2015:2019;79.6
155 Dragør;TOT Total;2015:2019 2015:2019;81.7
157 Gentofte;TOT Total;2015:2019 2015:2019;83.3
159 Gladsaxe;TOT Total;2015:2019 2015:2019;80.6
161 Glostrup;TOT Total;2015:2019 2015:2019;80.8
163 Herlev;TOT Total;2015:2019 2015:2019;80.1
165 Albertslund;TOT Total;2015:2019 2015:2019;81.0
167 Hvidovre;TOT Total;2015:2019 2015:2019;80.6
169 Høje-Taastrup;TOT Total;2015:2019 2015:2019;80.7
173 Lyngby-Taarbæk;TOT Total;2015:2019 2015:2019;82.2
175 Rødovre;TOT Total;2015:2019 2015:2019;80.4
183 Ishøj;TOT Total;2015:2019 2015:2019;79.7
185 Tårnby;TOT Total;2015:2019 2015:2019;80.2
187 Vallensbæk;TOT Total;2015:2019 2015:2019;81.8
190 Furesø;TOT Total;2015:2019 2015:2019;82.6
201 Allerød;TOT Total;2015:2019 2015:2019;83.2
210 Fredensborg;TOT Total;2015:2019 2015:2019;81.5
217 Helsingør;TOT Total;2015:2019 2015:2019;81.2
219 Hillerød;TOT Total;2015:2019 2015:2019;81.9
223 Hørsholm;TOT Total;2015:2019 2015:2019;83.2
230 Rudersdal;TOT Total;2015:2019 2015:2019;83.3
240 Egedal;TOT Total;2015:2019 2015:2019;81.8
250 Frederikssund;TOT Total;2015:2019 2015:2019;80.4
253 Greve;TOT Total;2015:2019 2015:2019;81.4
259 Køge;TOT Total;2015:2019 2015:2019;81.0
260 Halsnæs;TOT Total;2015:2019 2015:2019;79.8
265 Roskilde;TOT Total;2015:2019 2015:2019;81.2
269 Solrød;TOT Total;2015:2019 2015:2019;82.5
270 Gribskov;TOT Total;2015:2019 2015:2019;80.8
306 Odsherred;TOT Total;2015:2019 2015:2019;79.9
316 Holbæk;TOT Total;2015:2019 2015:2019;80.3
320 Faxe;TOT Total;2015:2019 2015:2019;80.3
326 Kalundborg;TOT Total;2015:2019 2015:2019;80.3
329 Ringsted;TOT Total;2015:2019 2015:2019;80.4
330 Slagelse;TOT Total;2015:2019 2015:2019;79.7
336 Stevns;TOT Total;2015:2019 2015:2019;81.0
340 Sorø;TOT Total;2015:2019 2015:2019;80.0
350 Lejre;TOT Total;2015:2019 2015:2019;82.3
360 Lolland;TOT Total;2015:2019 2015:2019;77.9
370 Næstved;TOT Total;2015:2019 2015:2019;80.0
376 Guldborgsund;TOT Total;2015:2019 2015:2019;79.1
390 Vordingborg;TOT Total;2015:2019 2015:2019;79.1
400 Bornholm;TOT Total;2015:2019 2015:2019;79.5
410 Middelfart;TOT Total;2015:2019 2015:2019;80.8
420 Assens;TOT Total;2015:2019 2015:2019;81.0
430 Faaborg-Midtfyn;TOT Total;2015:2019 2015:2019;81.1
440 Kerteminde;TOT Total;2015:2019 2015:2019;81.9
450 Nyborg;TOT Total;2015:2019 2015:2019;80.5
461 Odense;TOT Total;2015:2019 2015:2019;81.0
479 Svendborg;TOT Total;2015:2019 2015:2019;81.0
480 Nordfyns;TOT Total;2015:2019 2015:2019;80.7
482 Langeland;TOT Total;2015:2019 2015:2019;79.9
492 Ærø;TOT Total;2015:2019 2015:2019;..
510 Haderslev;TOT Total;2015:2019 2015:2019;81.5
530 Billund;TOT Total;2015:2019 2015:2019;81.2
540 Sønderborg;TOT Total;2015:2019 2015:2019;81.4
550 Tønder;TOT Total;2015:2019 2015:2019;80.7
561 Esbjerg;TOT Total;2015:2019 2015:2019;80.7
563 Fanø;TOT Total;2015:2019 2015:2019;..
573 Varde;TOT Total;2015:2019 2015:2019;81.5
575 Vejen;TOT Total;2015:2019 2015:2019;81.4
580 Aabenraa;TOT Total;2015:2019 2015:2019;80.9
607 Fredericia;TOT Total;2015:2019 2015:2019;80.7
615 Horsens;TOT Total;2015:2019 2015:2019;81.0
621 Kolding;TOT Total;2015:2019 2015:2019;81.4
630 Vejle;TOT Total;2015:2019 2015:2019;80.9
657 Herning;TOT Total;2015:2019 2015:2019;81.3
661 Holstebro;TOT Total;2015:2019 2015:2019;81.7
665 Lemvig;TOT Total;2015:2019 2015:2019;80.3
671 Struer;TOT Total;2015:2019 2015:2019;81.6
706 Syddjurs;TOT Total;2015:2019 2015:2019;81.7
707 Norddjurs;TOT Total;2015:2019 2015:2019;79.5
710 Favrskov;TOT Total;2015:2019 2015:2019;81.7
727 Odder;TOT Total;2015:2019 2015:2019;82.2
730 Randers;TOT Total;2015:2019 2015:2019;80.1
740 Silkeborg;TOT Total;2015:2019 2015:2019;81.5
741 Samsø;TOT Total;2015:2019 2015:2019;..
746 Skanderborg;TOT Total;2015:2019 2015:2019;82.4
751 Aarhus;TOT Total;2015:2019 2015:2019;81.6
756 Ikast-Brande;TOT Total;2015:2019 2015:2019;81.3
760 Ringkøbing-Skjern;TOT Total;2015:2019 2015:2019;81.5
766 Hedensted;TOT Total;2015:2019 2015:2019;81.9
773 Morsø;TOT Total;2015:2019 2015:2019;79.9
779 Skive;TOT Total;2015:2019 2015:2019;80.8
787 Thisted;TOT Total;2015:2019 2015:2019;80.1
791 Viborg;TOT Total;2015:2019 2015:2019;81.8
810 Brønderslev;TOT Total;2015:2019 2015:2019;81.2
813 Frederikshavn;TOT Total;2015:2019 2015:2019;80.5
820 Vesthimmerlands;TOT Total;2015:2019 2015:2019;80.6
825 Læsø;TOT Total;2015:2019 2015:2019;..
840 Rebild;TOT Total;2015:2019 2015:2019;80.8
846 Mariagerfjord;TOT Total;2015:2019 2015:2019;80.7
849 Jammerbugt;TOT Total;2015:2019 2015:2019;80.8
851 Aalborg;TOT Total;2015:2019 2015:2019;80.7
860 Hjørring;TOT Total;2015:2019 2015:2019;81.1
