Year,MunicipalityCode,Municipality,DecileCode,DecileNumber,Decile,AvgDisposableIncome
2022,710,Favrskov,5DC,5,Fifth decil,291032
2022,710,Favrskov,6DC,6,Sixth decil,318123
2022,710,Favrskov,7DC,7,Seventh decil,346928
2022,710,Favrskov,8DC,8,Eigth decil,384179
2022,710,Favrskov,9DC,9,Ninth decil,438591
2022,710,Favrskov,10DC,10,Tenth decil,685662
2023,710,Favrskov,1DC,1,First decil,115221
2023,710,Favrskov,2DC,2,Second decil,205061
2023,710,Favrskov,3DC,3,Third decil,239203
2023,710,Favrskov,4DC,4,Fourth decil,269143
2023,710,Favrskov,5DC,5,Fifth decil,295906
2023,710,Favrskov,6DC,6,Sixth decil,323123
2023,710,Favrskov,7DC,7,Seventh decil,353309
2023,710,Favrskov,8DC,8,Eigth decil,391998
2023,710,Favrskov,9DC,9,Ninth decil,449133
2023,710,Favrskov,10DC,10,Tenth decil,736713
2024,710,Favrskov,1DC,1,First decil,128008
2024,710,Favrskov,2DC,2,Second decil,207910
2024,710,Favrskov,3DC,3,Third decil,241752
2024,710,Favrskov,4DC,4,Fourth decil,272262
2024,710,Favrskov,5DC,5,Fifth decil,300317
2024,710,Favrskov,6DC,6,Sixth decil,328045
2024,710,Favrskov,7DC,7,Seventh decil,359164
2024,710,Favrskov,8DC,8,Eigth decil,399242
2024,710,Favrskov,9DC,9,Ninth decil,457715
2024,710,Favrskov,10DC,10,Tenth decil,712521
1987,727,Odder,1DC,1,First decil,33903
1987,727,Odder,2DC,2,Second decil,60132
1987,727,Odder,3DC,3,Third decil,70059
1987,727,Odder,4DC,4,Fourth decil,78331
1987,727,Odder,5DC,5,Fifth decil,85152
1987,727,Odder,6DC,6,Sixth decil,91184
1987,727,Odder,7DC,7,Seventh decil,98033
1987,727,Odder,8DC,8,Eigth decil,106645
1987,727,Odder,9DC,9,Ninth decil,118454
1987,727,Odder,10DC,10,Tenth decil,166330
1988,727,Odder,1DC,1,First decil,36594
1988,727,Odder,2DC,2,Second decil,64767
1988,727,Odder,3DC,3,Third decil,74442
1988,727,Odder,4DC,4,Fourth decil,83228
1988,727,Odder,5DC,5,Fifth decil,90912
1988,727,Odder,6DC,6,Sixth decil,97796
1988,727,Odder,7DC,7,Seventh decil,104854
1988,727,Odder,8DC,8,Eigth decil,113322
1988,727,Odder,9DC,9,Ninth decil,125709
1988,727,Odder,10DC,10,Tenth decil,173604
1989,727,Odder,1DC,1,First decil,42213
1989,727,Odder,2DC,2,Second decil,69860
1989,727,Odder,3DC,3,Third decil,80068
1989,727,Odder,4DC,4,Fourth decil,88759
1989,727,Odder,5DC,5,Fifth decil,96640
1989,727,Odder,6DC,6,Sixth decil,104203
1989,727,Odder,7DC,7,Seventh decil,111943
1989,727,Odder,8DC,8,Eigth decil,120736
1989,727,Odder,9DC,9,Ninth decil,134061
1989,727,Odder,10DC,10,Tenth decil,178336
1990,727,Odder,1DC,1,First decil,39411
1990,727,Odder,2DC,2,Second decil,72524
1990,727,Odder,3DC,3,Third decil,82934
1990,727,Odder,4DC,4,Fourth decil,92213
1990,727,Odder,5DC,5,Fifth decil,100632
1990,727,Odder,6DC,6,Sixth decil,108176
1990,727,Odder,7DC,7,Seventh decil,116387
1990,727,Odder,8DC,8,Eigth decil,125744
1990,727,Odder,9DC,9,Ninth decil,139462
1990,727,Odder,10DC,10,Tenth decil,183658
1991,727,Odder,1DC,1,First decil,46714
1991,727,Odder,2DC,2,Second decil,76512
1991,727,Odder,3DC,3,Third decil,87163
1991,727,Odder,4DC,4,Fourth decil,96364
1991,727,Odder,5DC,5,Fifth decil,104798
1991,727,Odder,6DC,6,Sixth decil,112929
1991,727,Odder,7DC,7,Seventh decil,121510
1991,727,Odder,8DC,8,Eigth decil,131915
1991,727,Odder,9DC,9,Ninth decil,147083
1991,727,Odder,10DC,10,Tenth decil,199619
1992,727,Odder,1DC,1,First decil,48280
1992,727,Odder,2DC,2,Second decil,78774
1992,727,Odder,3DC,3,Third decil,89709
1992,727,Odder,4DC,4,Fourth decil,99750
1992,727,Odder,5DC,5,Fifth decil,108754
1992,727,Odder,6DC,6,Sixth decil,117494
1992,727,Odder,7DC,7,Seventh decil,126718
1992,727,Odder,8DC,8,Eigth decil,137372
1992,727,Odder,9DC,9,Ninth decil,153376
1992,727,Odder,10DC,10,Tenth decil,211905
1993,727,Odder,1DC,1,First decil,45817
1993,727,Odder,2DC,2,Second decil,80055
1993,727,Odder,3DC,3,Third decil,91584
1993,727,Odder,4DC,4,Fourth decil,101929
1993,727,Odder,5DC,5,Fifth decil,110960
1993,727,Odder,6DC,6,Sixth decil,120244
1993,727,Odder,7DC,7,Seventh decil,129750
1993,727,Odder,8DC,8,Eigth decil,141155
1993,727,Odder,9DC,9,Ninth decil,157886
1993,727,Odder,10DC,10,Tenth decil,214231
1994,727,Odder,1DC,1,First decil,47519
1994,727,Odder,2DC,2,Second decil,86208
1994,727,Odder,3DC,3,Third decil,98665
1994,727,Odder,4DC,4,Fourth decil,109243
1994,727,Odder,5DC,5,Fifth decil,118630
1994,727,Odder,6DC,6,Sixth decil,128274
1994,727,Odder,7DC,7,Seventh decil,138731
1994,727,Odder,8DC,8,Eigth decil,151737
1994,727,Odder,9DC,9,Ninth decil,170749
1994,727,Odder,10DC,10,Tenth decil,230979
1995,727,Odder,1DC,1,First decil,59021
1995,727,Odder,2DC,2,Second decil,89471
1995,727,Odder,3DC,3,Third decil,101804
1995,727,Odder,4DC,4,Fourth decil,113638
1995,727,Odder,5DC,5,Fifth decil,123663
1995,727,Odder,6DC,6,Sixth decil,133522
1995,727,Odder,7DC,7,Seventh decil,144539
1995,727,Odder,8DC,8,Eigth decil,157799
1995,727,Odder,9DC,9,Ninth decil,177451
1995,727,Odder,10DC,10,Tenth decil,248921
1996,727,Odder,1DC,1,First decil,62402
1996,727,Odder,2DC,2,Second decil,91634
1996,727,Odder,3DC,3,Third decil,104608
1996,727,Odder,4DC,4,Fourth decil,116547
1996,727,Odder,5DC,5,Fifth decil,127595
1996,727,Odder,6DC,6,Sixth decil,138007
1996,727,Odder,7DC,7,Seventh decil,148923
1996,727,Odder,8DC,8,Eigth decil,163197
1996,727,Odder,9DC,9,Ninth decil,183891
1996,727,Odder,10DC,10,Tenth decil,258878
1997,727,Odder,1DC,1,First decil,65150
1997,727,Odder,2DC,2,Second decil,94229
1997,727,Odder,3DC,3,Third decil,107784
1997,727,Odder,4DC,4,Fourth decil,119783
1997,727,Odder,5DC,5,Fifth decil,130706
1997,727,Odder,6DC,6,Sixth decil,141615
1997,727,Odder,7DC,7,Seventh decil,153103
1997,727,Odder,8DC,8,Eigth decil,167363
1997,727,Odder,9DC,9,Ninth decil,190140
1997,727,Odder,10DC,10,Tenth decil,278217
1998,727,Odder,1DC,1,First decil,68246
1998,727,Odder,2DC,2,Second decil,98060
1998,727,Odder,3DC,3,Third decil,112764
1998,727,Odder,4DC,4,Fourth decil,125709
1998,727,Odder,5DC,5,Fifth decil,137349
1998,727,Odder,6DC,6,Sixth decil,148935
1998,727,Odder,7DC,7,Seventh decil,160774
1998,727,Odder,8DC,8,Eigth decil,176289
1998,727,Odder,9DC,9,Ninth decil,200023
1998,727,Odder,10DC,10,Tenth decil,303393
1999,727,Odder,1DC,1,First decil,69858
1999,727,Odder,2DC,2,Second decil,101275
1999,727,Odder,3DC,3,Third decil,116342
1999,727,Odder,4DC,4,Fourth decil,129694
1999,727,Odder,5DC,5,Fifth decil,141905
1999,727,Odder,6DC,6,Sixth decil,153617
1999,727,Odder,7DC,7,Seventh decil,166978
1999,727,Odder,8DC,8,Eigth decil,182690
1999,727,Odder,9DC,9,Ninth decil,206580
1999,727,Odder,10DC,10,Tenth decil,323963
2000,727,Odder,1DC,1,First decil,72077
2000,727,Odder,2DC,2,Second decil,104499
2000,727,Odder,3DC,3,Third decil,120368
2000,727,Odder,4DC,4,Fourth decil,134041
2000,727,Odder,5DC,5,Fifth decil,146751
2000,727,Odder,6DC,6,Sixth decil,159074
2000,727,Odder,7DC,7,Seventh decil,172090
2000,727,Odder,8DC,8,Eigth decil,188761
2000,727,Odder,9DC,9,Ninth decil,212551
2000,727,Odder,10DC,10,Tenth decil,337190
2001,727,Odder,1DC,1,First decil,75263
2001,727,Odder,2DC,2,Second decil,108380
2001,727,Odder,3DC,3,Third decil,124333
2001,727,Odder,4DC,4,Fourth decil,138345
2001,727,Odder,5DC,5,Fifth decil,151235
2001,727,Odder,6DC,6,Sixth decil,163844
2001,727,Odder,7DC,7,Seventh decil,177639
2001,727,Odder,8DC,8,Eigth decil,194333
2001,727,Odder,9DC,9,Ninth decil,219710
2001,727,Odder,10DC,10,Tenth decil,334334
2002,727,Odder,1DC,1,First decil,73798
2002,727,Odder,2DC,2,Second decil,113815
2002,727,Odder,3DC,3,Third decil,130367
2002,727,Odder,4DC,4,Fourth decil,144459
2002,727,Odder,5DC,5,Fifth decil,157319
2002,727,Odder,6DC,6,Sixth decil,170433
2002,727,Odder,7DC,7,Seventh decil,184627
2002,727,Odder,8DC,8,Eigth decil,202281
2002,727,Odder,9DC,9,Ninth decil,228256
2002,727,Odder,10DC,10,Tenth decil,341552
2003,727,Odder,1DC,1,First decil,71471
2003,727,Odder,2DC,2,Second decil,118054
2003,727,Odder,3DC,3,Third decil,135092
2003,727,Odder,4DC,4,Fourth decil,149738
2003,727,Odder,5DC,5,Fifth decil,163621
2003,727,Odder,6DC,6,Sixth decil,177738
2003,727,Odder,7DC,7,Seventh decil,192286
2003,727,Odder,8DC,8,Eigth decil,209760
2003,727,Odder,9DC,9,Ninth decil,235383
2003,727,Odder,10DC,10,Tenth decil,344995
2004,727,Odder,1DC,1,First decil,77958
2004,727,Odder,2DC,2,Second decil,122504
2004,727,Odder,3DC,3,Third decil,141115
2004,727,Odder,4DC,4,Fourth decil,157962
2004,727,Odder,5DC,5,Fifth decil,173477
2004,727,Odder,6DC,6,Sixth decil,188445
2004,727,Odder,7DC,7,Seventh decil,204166
2004,727,Odder,8DC,8,Eigth decil,223402
2004,727,Odder,9DC,9,Ninth decil,252332
2004,727,Odder,10DC,10,Tenth decil,376865
2005,727,Odder,1DC,1,First decil,81843
2005,727,Odder,2DC,2,Second decil,126565
2005,727,Odder,3DC,3,Third decil,145746
2005,727,Odder,4DC,4,Fourth decil,162631
2005,727,Odder,5DC,5,Fifth decil,178312
2005,727,Odder,6DC,6,Sixth decil,193333
2005,727,Odder,7DC,7,Seventh decil,210735
2005,727,Odder,8DC,8,Eigth decil,231519
2005,727,Odder,9DC,9,Ninth decil,261586
2005,727,Odder,10DC,10,Tenth decil,397699
2006,727,Odder,1DC,1,First decil,85365
2006,727,Odder,2DC,2,Second decil,130456
2006,727,Odder,3DC,3,Third decil,150230
2006,727,Odder,4DC,4,Fourth decil,168481
2006,727,Odder,5DC,5,Fifth decil,184406
2006,727,Odder,6DC,6,Sixth decil,199449
2006,727,Odder,7DC,7,Seventh decil,216253
2006,727,Odder,8DC,8,Eigth decil,237224
2006,727,Odder,9DC,9,Ninth decil,268565
2006,727,Odder,10DC,10,Tenth decil,423136
2007,727,Odder,1DC,1,First decil,76719
2007,727,Odder,2DC,2,Second decil,133897
2007,727,Odder,3DC,3,Third decil,153275
2007,727,Odder,4DC,4,Fourth decil,170882
2007,727,Odder,5DC,5,Fifth decil,187059
2007,727,Odder,6DC,6,Sixth decil,203285
2007,727,Odder,7DC,7,Seventh decil,220346
2007,727,Odder,8DC,8,Eigth decil,242246
2007,727,Odder,9DC,9,Ninth decil,275381
2007,727,Odder,10DC,10,Tenth decil,429098
2008,727,Odder,1DC,1,First decil,37084
2008,727,Odder,2DC,2,Second decil,136018
2008,727,Odder,3DC,3,Third decil,156024
2008,727,Odder,4DC,4,Fourth decil,174145
2008,727,Odder,5DC,5,Fifth decil,191539
2008,727,Odder,6DC,6,Sixth decil,208067
2008,727,Odder,7DC,7,Seventh decil,224996
2008,727,Odder,8DC,8,Eigth decil,246224
2008,727,Odder,9DC,9,Ninth decil,278855
2008,727,Odder,10DC,10,Tenth decil,409211
2009,727,Odder,1DC,1,First decil,63115
2009,727,Odder,2DC,2,Second decil,140599
2009,727,Odder,3DC,3,Third decil,161044
2009,727,Odder,4DC,4,Fourth decil,180604
2009,727,Odder,5DC,5,Fifth decil,198241
2009,727,Odder,6DC,6,Sixth decil,216547
2009,727,Odder,7DC,7,Seventh decil,236106
2009,727,Odder,8DC,8,Eigth decil,258550
2009,727,Odder,9DC,9,Ninth decil,292986
2009,727,Odder,10DC,10,Tenth decil,429873
2010,727,Odder,1DC,1,First decil,81127
2010,727,Odder,2DC,2,Second decil,149450
2010,727,Odder,3DC,3,Third decil,171844
2010,727,Odder,4DC,4,Fourth decil,193739
2010,727,Odder,5DC,5,Fifth decil,214559
2010,727,Odder,6DC,6,Sixth decil,234687
2010,727,Odder,7DC,7,Seventh decil,254959
2010,727,Odder,8DC,8,Eigth decil,282705
2010,727,Odder,9DC,9,Ninth decil,321339
2010,727,Odder,10DC,10,Tenth decil,461234
2011,727,Odder,1DC,1,First decil,77333
2011,727,Odder,2DC,2,Second decil,153470
2011,727,Odder,3DC,3,Third decil,176513
2011,727,Odder,4DC,4,Fourth decil,198496
2011,727,Odder,5DC,5,Fifth decil,219988
2011,727,Odder,6DC,6,Sixth decil,241259
2011,727,Odder,7DC,7,Seventh decil,262926
2011,727,Odder,8DC,8,Eigth decil,289352
2011,727,Odder,9DC,9,Ninth decil,326565
2011,727,Odder,10DC,10,Tenth decil,470776
2012,727,Odder,1DC,1,First decil,99166
2012,727,Odder,2DC,2,Second decil,157074
2012,727,Odder,3DC,3,Third decil,179369
2012,727,Odder,4DC,4,Fourth decil,202267
2012,727,Odder,5DC,5,Fifth decil,224324
2012,727,Odder,6DC,6,Sixth decil,245242
2012,727,Odder,7DC,7,Seventh decil,267562
2012,727,Odder,8DC,8,Eigth decil,295223
2012,727,Odder,9DC,9,Ninth decil,334736
2012,727,Odder,10DC,10,Tenth decil,488901
2013,727,Odder,1DC,1,First decil,102823
2013,727,Odder,2DC,2,Second decil,160388
2013,727,Odder,3DC,3,Third decil,183736
2013,727,Odder,4DC,4,Fourth decil,206212
2013,727,Odder,5DC,5,Fifth decil,228044
2013,727,Odder,6DC,6,Sixth decil,248885
2013,727,Odder,7DC,7,Seventh decil,271931
2013,727,Odder,8DC,8,Eigth decil,301498
2013,727,Odder,9DC,9,Ninth decil,346304
2013,727,Odder,10DC,10,Tenth decil,512537
2014,727,Odder,1DC,1,First decil,98787
2014,727,Odder,2DC,2,Second decil,162341
2014,727,Odder,3DC,3,Third decil,186987
2014,727,Odder,4DC,4,Fourth decil,211127
2014,727,Odder,5DC,5,Fifth decil,233264
2014,727,Odder,6DC,6,Sixth decil,255780
2014,727,Odder,7DC,7,Seventh decil,279521
2014,727,Odder,8DC,8,Eigth decil,310012
2014,727,Odder,9DC,9,Ninth decil,354961
2014,727,Odder,10DC,10,Tenth decil,518966
2015,727,Odder,1DC,1,First decil,91681
2015,727,Odder,2DC,2,Second decil,163782
2015,727,Odder,3DC,3,Third decil,188871
2015,727,Odder,4DC,4,Fourth decil,213051
2015,727,Odder,5DC,5,Fifth decil,236547
2015,727,Odder,6DC,6,Sixth decil,258329
2015,727,Odder,7DC,7,Seventh decil,283295
2015,727,Odder,8DC,8,Eigth decil,314700
2015,727,Odder,9DC,9,Ninth decil,362865
2015,727,Odder,10DC,10,Tenth decil,528212
2016,727,Odder,1DC,1,First decil,101339
2016,727,Odder,2DC,2,Second decil,165497
2016,727,Odder,3DC,3,Third decil,191901
2016,727,Odder,4DC,4,Fourth decil,216757
2016,727,Odder,5DC,5,Fifth decil,239946
2016,727,Odder,6DC,6,Sixth decil,263725
2016,727,Odder,7DC,7,Seventh decil,288862
2016,727,Odder,8DC,8,Eigth decil,319448
2016,727,Odder,9DC,9,Ninth decil,368761
2016,727,Odder,10DC,10,Tenth decil,548085
2017,727,Odder,1DC,1,First decil,87387
2017,727,Odder,2DC,2,Second decil,167910
2017,727,Odder,3DC,3,Third decil,195583
2017,727,Odder,4DC,4,Fourth decil,221267
2017,727,Odder,5DC,5,Fifth decil,246289
2017,727,Odder,6DC,6,Sixth decil,270746
2017,727,Odder,7DC,7,Seventh decil,298201
2017,727,Odder,8DC,8,Eigth decil,331608
2017,727,Odder,9DC,9,Ninth decil,380085
2017,727,Odder,10DC,10,Tenth decil,567004
2018,727,Odder,1DC,1,First decil,95316
2018,727,Odder,2DC,2,Second decil,172610
2018,727,Odder,3DC,3,Third decil,199952
2018,727,Odder,4DC,4,Fourth decil,226654
2018,727,Odder,5DC,5,Fifth decil,251692
2018,727,Odder,6DC,6,Sixth decil,277293
2018,727,Odder,7DC,7,Seventh decil,304867
2018,727,Odder,8DC,8,Eigth decil,338171
2018,727,Odder,9DC,9,Ninth decil,389510
2018,727,Odder,10DC,10,Tenth decil,571160
2019,727,Odder,1DC,1,First decil,114543
2019,727,Odder,2DC,2,Second decil,177444
2019,727,Odder,3DC,3,Third decil,205655
2019,727,Odder,4DC,4,Fourth decil,232688
2019,727,Odder,5DC,5,Fifth decil,257747
2019,727,Odder,6DC,6,Sixth decil,284035
2019,727,Odder,7DC,7,Seventh decil,312745
2019,727,Odder,8DC,8,Eigth decil,346843
2019,727,Odder,9DC,9,Ninth decil,399128
2019,727,Odder,10DC,10,Tenth decil,610481
2020,727,Odder,1DC,1,First decil,123247
2020,727,Odder,2DC,2,Second decil,183360
2020,727,Odder,3DC,3,Third decil,211971
2020,727,Odder,4DC,4,Fourth decil,241100
2020,727,Odder,5DC,5,Fifth decil,269896
2020,727,Odder,6DC,6,Sixth decil,296628
2020,727,Odder,7DC,7,Seventh decil,327941
2020,727,Odder,8DC,8,Eigth decil,366233
2020,727,Odder,9DC,9,Ninth decil,421844
2020,727,Odder,10DC,10,Tenth decil,652681
2021,727,Odder,1DC,1,First decil,126610
2021,727,Odder,2DC,2,Second decil,189138
2021,727,Odder,3DC,3,Third decil,220234
2021,727,Odder,4DC,4,Fourth decil,250398
2021,727,Odder,5DC,5,Fifth decil,278923
2021,727,Odder,6DC,6,Sixth decil,306836
2021,727,Odder,7DC,7,Seventh decil,338178
2021,727,Odder,8DC,8,Eigth decil,378670
2021,727,Odder,9DC,9,Ninth decil,438994
2021,727,Odder,10DC,10,Tenth decil,668754
2022,727,Odder,1DC,1,First decil,123929
2022,727,Odder,2DC,2,Second decil,191146
2022,727,Odder,3DC,3,Third decil,222308
2022,727,Odder,4DC,4,Fourth decil,253366
2022,727,Odder,5DC,5,Fifth decil,281005
2022,727,Odder,6DC,6,Sixth decil,309276
2022,727,Odder,7DC,7,Seventh decil,339115
2022,727,Odder,8DC,8,Eigth decil,378402
2022,727,Odder,9DC,9,Ninth decil,438442
2022,727,Odder,10DC,10,Tenth decil,663351
2023,727,Odder,1DC,1,First decil,131313
2023,727,Odder,2DC,2,Second decil,198031
2023,727,Odder,3DC,3,Third decil,228101
2023,727,Odder,4DC,4,Fourth decil,256913
2023,727,Odder,5DC,5,Fifth decil,284715
2023,727,Odder,6DC,6,Sixth decil,312134
2023,727,Odder,7DC,7,Seventh decil,343189
2023,727,Odder,8DC,8,Eigth decil,383212
2023,727,Odder,9DC,9,Ninth decil,444148
2023,727,Odder,10DC,10,Tenth decil,723891
2024,727,Odder,1DC,1,First decil,130840
2024,727,Odder,2DC,2,Second decil,200439
2024,727,Odder,3DC,3,Third decil,228253
2024,727,Odder,4DC,4,Fourth decil,258450
2024,727,Odder,5DC,5,Fifth decil,286775
2024,727,Odder,6DC,6,Sixth decil,313596
2024,727,Odder,7DC,7,Seventh decil,344467
2024,727,Odder,8DC,8,Eigth decil,385228
2024,727,Odder,9DC,9,Ninth decil,447010
2024,727,Odder,10DC,10,Tenth decil,699537
1987,730,Randers,1DC,1,First decil,33151
1987,730,Randers,2DC,2,Second decil,57743
1987,730,Randers,3DC,3,Third decil,66297
1987,730,Randers,4DC,4,Fourth decil,74184
1987,730,Randers,5DC,5,Fifth decil,81269
1987,730,Randers,6DC,6,Sixth decil,87876
1987,730,Randers,7DC,7,Seventh decil,94659
1987,730,Randers,8DC,8,Eigth decil,102637
1987,730,Randers,9DC,9,Ninth decil,114035
1987,730,Randers,10DC,10,Tenth decil,155576
1988,730,Randers,1DC,1,First decil,35061
1988,730,Randers,2DC,2,Second decil,61119
1988,730,Randers,3DC,3,Third decil,69923
1988,730,Randers,4DC,4,Fourth decil,78083
1988,730,Randers,5DC,5,Fifth decil,85562
1988,730,Randers,6DC,6,Sixth decil,92644
1988,730,Randers,7DC,7,Seventh decil,100074
1988,730,Randers,8DC,8,Eigth decil,108814
1988,730,Randers,9DC,9,Ninth decil,121053
1988,730,Randers,10DC,10,Tenth decil,161386
1989,730,Randers,1DC,1,First decil,38929
1989,730,Randers,2DC,2,Second decil,65384
1989,730,Randers,3DC,3,Third decil,74359
1989,730,Randers,4DC,4,Fourth decil,82661
1989,730,Randers,5DC,5,Fifth decil,90199
1989,730,Randers,6DC,6,Sixth decil,97413
1989,730,Randers,7DC,7,Seventh decil,105010
1989,730,Randers,8DC,8,Eigth decil,114247
1989,730,Randers,9DC,9,Ninth decil,127365
1989,730,Randers,10DC,10,Tenth decil,170715
1990,730,Randers,1DC,1,First decil,38293
1990,730,Randers,2DC,2,Second decil,67668
1990,730,Randers,3DC,3,Third decil,77104
1990,730,Randers,4DC,4,Fourth decil,85851
1990,730,Randers,5DC,5,Fifth decil,93748
1990,730,Randers,6DC,6,Sixth decil,101297
1990,730,Randers,7DC,7,Seventh decil,109560
1990,730,Randers,8DC,8,Eigth decil,119239
1990,730,Randers,9DC,9,Ninth decil,132735
1990,730,Randers,10DC,10,Tenth decil,177315
1991,730,Randers,1DC,1,First decil,42162
1991,730,Randers,2DC,2,Second decil,70770
1991,730,Randers,3DC,3,Third decil,80550
1991,730,Randers,4DC,4,Fourth decil,89494
1991,730,Randers,5DC,5,Fifth decil,97754
1991,730,Randers,6DC,6,Sixth decil,105808
1991,730,Randers,7DC,7,Seventh decil,114487
1991,730,Randers,8DC,8,Eigth decil,124942
1991,730,Randers,9DC,9,Ninth decil,139785
1991,730,Randers,10DC,10,Tenth decil,187068
1992,730,Randers,1DC,1,First decil,43141
1992,730,Randers,2DC,2,Second decil,72936
1992,730,Randers,3DC,3,Third decil,82578
1992,730,Randers,4DC,4,Fourth decil,91943
1992,730,Randers,5DC,5,Fifth decil,100719
1992,730,Randers,6DC,6,Sixth decil,109055
1992,730,Randers,7DC,7,Seventh decil,118035
1992,730,Randers,8DC,8,Eigth decil,128635
1992,730,Randers,9DC,9,Ninth decil,143645
1992,730,Randers,10DC,10,Tenth decil,196594
1993,730,Randers,1DC,1,First decil,45952
1993,730,Randers,2DC,2,Second decil,74603
1993,730,Randers,3DC,3,Third decil,84806
1993,730,Randers,4DC,4,Fourth decil,94267
1993,730,Randers,5DC,5,Fifth decil,103236
1993,730,Randers,6DC,6,Sixth decil,111861
1993,730,Randers,7DC,7,Seventh decil,121085
1993,730,Randers,8DC,8,Eigth decil,132117
1993,730,Randers,9DC,9,Ninth decil,148438
1993,730,Randers,10DC,10,Tenth decil,206373
1994,730,Randers,1DC,1,First decil,54715
1994,730,Randers,2DC,2,Second decil,80571
1994,730,Randers,3DC,3,Third decil,91056
1994,730,Randers,4DC,4,Fourth decil,101275
1994,730,Randers,5DC,5,Fifth decil,111055
1994,730,Randers,6DC,6,Sixth decil,120511
1994,730,Randers,7DC,7,Seventh decil,130417
1994,730,Randers,8DC,8,Eigth decil,142399
1994,730,Randers,9DC,9,Ninth decil,159500
1994,730,Randers,10DC,10,Tenth decil,218532
1995,730,Randers,1DC,1,First decil,57537
1995,730,Randers,2DC,2,Second decil,83048
1995,730,Randers,3DC,3,Third decil,94313
1995,730,Randers,4DC,4,Fourth decil,105218
1995,730,Randers,5DC,5,Fifth decil,115393
1995,730,Randers,6DC,6,Sixth decil,125192
1995,730,Randers,7DC,7,Seventh decil,135815
1995,730,Randers,8DC,8,Eigth decil,148357
1995,730,Randers,9DC,9,Ninth decil,166457
1995,730,Randers,10DC,10,Tenth decil,231830
1996,730,Randers,1DC,1,First decil,60903
1996,730,Randers,2DC,2,Second decil,84615
1996,730,Randers,3DC,3,Third decil,96450
1996,730,Randers,4DC,4,Fourth decil,108253
1996,730,Randers,5DC,5,Fifth decil,118948
1996,730,Randers,6DC,6,Sixth decil,129506
1996,730,Randers,7DC,7,Seventh decil,140519
1996,730,Randers,8DC,8,Eigth decil,153871
1996,730,Randers,9DC,9,Ninth decil,173187
1996,730,Randers,10DC,10,Tenth decil,244806
1997,730,Randers,1DC,1,First decil,61321
1997,730,Randers,2DC,2,Second decil,86816
1997,730,Randers,3DC,3,Third decil,98782
1997,730,Randers,4DC,4,Fourth decil,110879
1997,730,Randers,5DC,5,Fifth decil,122401
1997,730,Randers,6DC,6,Sixth decil,133320
1997,730,Randers,7DC,7,Seventh decil,144810
1997,730,Randers,8DC,8,Eigth decil,158510
1997,730,Randers,9DC,9,Ninth decil,178773
1997,730,Randers,10DC,10,Tenth decil,259859
1998,730,Randers,1DC,1,First decil,62619
1998,730,Randers,2DC,2,Second decil,89979
1998,730,Randers,3DC,3,Third decil,102840
1998,730,Randers,4DC,4,Fourth decil,115443
1998,730,Randers,5DC,5,Fifth decil,127175
1998,730,Randers,6DC,6,Sixth decil,138151
1998,730,Randers,7DC,7,Seventh decil,150185
1998,730,Randers,8DC,8,Eigth decil,164912
1998,730,Randers,9DC,9,Ninth decil,186471
1998,730,Randers,10DC,10,Tenth decil,271680
1999,730,Randers,1DC,1,First decil,64306
1999,730,Randers,2DC,2,Second decil,92443
1999,730,Randers,3DC,3,Third decil,105667
1999,730,Randers,4DC,4,Fourth decil,118863
1999,730,Randers,5DC,5,Fifth decil,131155
1999,730,Randers,6DC,6,Sixth decil,142650
1999,730,Randers,7DC,7,Seventh decil,155132
1999,730,Randers,8DC,8,Eigth decil,170505
1999,730,Randers,9DC,9,Ninth decil,192351
1999,730,Randers,10DC,10,Tenth decil,276180
2000,730,Randers,1DC,1,First decil,64359
2000,730,Randers,2DC,2,Second decil,95143
2000,730,Randers,3DC,3,Third decil,108724
2000,730,Randers,4DC,4,Fourth decil,122325
2000,730,Randers,5DC,5,Fifth decil,134837
2000,730,Randers,6DC,6,Sixth decil,146713
2000,730,Randers,7DC,7,Seventh decil,159640
2000,730,Randers,8DC,8,Eigth decil,175368
2000,730,Randers,9DC,9,Ninth decil,198117
2000,730,Randers,10DC,10,Tenth decil,287232
2001,730,Randers,1DC,1,First decil,68296
2001,730,Randers,2DC,2,Second decil,97961
2001,730,Randers,3DC,3,Third decil,111765
2001,730,Randers,4DC,4,Fourth decil,125839
2001,730,Randers,5DC,5,Fifth decil,138888
2001,730,Randers,6DC,6,Sixth decil,151125
2001,730,Randers,7DC,7,Seventh decil,164098
2001,730,Randers,8DC,8,Eigth decil,180588
2001,730,Randers,9DC,9,Ninth decil,203791
2001,730,Randers,10DC,10,Tenth decil,296225
2002,730,Randers,1DC,1,First decil,71332
2002,730,Randers,2DC,2,Second decil,103689
2002,730,Randers,3DC,3,Third decil,117949
2002,730,Randers,4DC,4,Fourth decil,132031
2002,730,Randers,5DC,5,Fifth decil,145226
2002,730,Randers,6DC,6,Sixth decil,157681
2002,730,Randers,7DC,7,Seventh decil,170929
2002,730,Randers,8DC,8,Eigth decil,187642
2002,730,Randers,9DC,9,Ninth decil,211731
2002,730,Randers,10DC,10,Tenth decil,303030
2003,730,Randers,1DC,1,First decil,72513
2003,730,Randers,2DC,2,Second decil,106973
2003,730,Randers,3DC,3,Third decil,121460
2003,730,Randers,4DC,4,Fourth decil,135978
2003,730,Randers,5DC,5,Fifth decil,149546
2003,730,Randers,6DC,6,Sixth decil,162567
